id,module_id,name,difficulty,core,summary,prerequisites,objectives,boundaries,provenance
RAG-SUB-chunking_objectives,RAG-M02,文档切分目标,1,True,理解切分对召回、上下文完整性、引用粒度和成本的影响。,"[""RAG-SUB-document_quality_checks""]","[""理解切分对召回、上下文完整性、引用粒度和成本的影响。"", ""能在工程场景中识别并应用“文档切分目标”的关键约束。"", ""能够使用可复现指标评估“文档切分目标”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""chunking_objectives"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-fixed_window_chunking,RAG-M02,固定窗口切分,1,False,掌握按字符或Token窗口切分及重叠策略。,"[""RAG-SUB-chunking_objectives""]","[""掌握按字符或Token窗口切分及重叠策略。"", ""能在工程场景中识别并应用“固定窗口切分”的关键约束。"", ""能够使用可复现指标评估“固定窗口切分”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""fixed_window_chunking"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-structure_aware_chunking,RAG-M02,结构感知切分,2,True,按标题、段落、列表、表格和代码块边界构造片段。,"[""RAG-SUB-fixed_window_chunking""]","[""按标题、段落、列表、表格和代码块边界构造片段。"", ""能在工程场景中识别并应用“结构感知切分”的关键约束。"", ""能够使用可复现指标评估“结构感知切分”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""structure_aware_chunking"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-semantic_chunking,RAG-M02,语义切分,3,False,依据主题变化和句子语义相似度确定边界。,"[""RAG-SUB-structure_aware_chunking""]","[""依据主题变化和句子语义相似度确定边界。"", ""能在工程场景中识别并应用“语义切分”的关键约束。"", ""能够使用可复现指标评估“语义切分”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""semantic_chunking"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-parent_child_multigranular,RAG-M07,父子与多粒度检索,3,False,同时保留小粒度检索精度和大粒度上下文完整性。,"[""RAG-SUB-semantic_chunking""]","[""同时保留小粒度检索精度和大粒度上下文完整性。"", ""能在工程场景中识别并应用“父子与多粒度检索”的关键约束。"", ""能够使用可复现指标评估“父子与多粒度检索”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""parent_child_multigranular"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-metadata_schema,RAG-M02,元数据Schema设计,2,True,定义支持过滤、溯源、版本和评测的片段元数据。,"[""RAG-SUB-parent_child_multigranular""]","[""定义支持过滤、溯源、版本和评测的片段元数据。"", ""能在工程场景中识别并应用“元数据Schema设计”的关键约束。"", ""能够使用可复现指标评估“元数据Schema设计”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""metadata_schema"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-embedding_fundamentals,RAG-M03,文本嵌入基础,2,True,理解双编码器、向量空间和语义相似度的基本机制。,"[""RAG-SUB-metadata_schema""]","[""理解双编码器、向量空间和语义相似度的基本机制。"", ""能在工程场景中识别并应用“文本嵌入基础”的关键约束。"", ""能够使用可复现指标评估“文本嵌入基础”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""embedding_fundamentals"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-embedding_model_selection,RAG-M03,嵌入模型选择,3,True,根据语言、领域、任务、成本和部署约束选择嵌入模型。,"[""RAG-SUB-embedding_fundamentals""]","[""根据语言、领域、任务、成本和部署约束选择嵌入模型。"", ""能在工程场景中识别并应用“嵌入模型选择”的关键约束。"", ""能够使用可复现指标评估“嵌入模型选择”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""embedding_model_selection"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-similarity_metrics,RAG-M03,向量相似度与归一化,2,False,理解余弦相似度、内积和欧氏距离及其配置关系。,"[""RAG-SUB-embedding_model_selection""]","[""理解余弦相似度、内积和欧氏距离及其配置关系。"", ""能在工程场景中识别并应用“向量相似度与归一化”的关键约束。"", ""能够使用可复现指标评估“向量相似度与归一化”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""similarity_metrics"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-vector_index_hnsw_ivf,RAG-M03,向量索引与近似最近邻,3,True,理解精确搜索、HNSW、IVF等索引的召回、延迟和内存权衡。,"[""RAG-SUB-similarity_metrics""]","[""理解精确搜索、HNSW、IVF等索引的召回、延迟和内存权衡。"", ""能在工程场景中识别并应用“向量索引与近似最近邻”的关键约束。"", ""能够使用可复现指标评估“向量索引与近似最近邻”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""vector_index_hnsw_ivf"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-bm25_sparse_retrieval,RAG-M03,BM25与稀疏检索,2,True,掌握关键词匹配在精确术语、编号和专名查询中的作用。,"[""RAG-SUB-vector_index_hnsw_ivf""]","[""掌握关键词匹配在精确术语、编号和专名查询中的作用。"", ""能在工程场景中识别并应用“BM25与稀疏检索”的关键约束。"", ""能够使用可复现指标评估“BM25与稀疏检索”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""bm25_sparse_retrieval"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-dense_retrieval,RAG-M03,稠密语义检索,2,True,使用嵌入召回语义相关但词面不同的片段。,"[""RAG-SUB-bm25_sparse_retrieval""]","[""使用嵌入召回语义相关但词面不同的片段。"", ""能在工程场景中识别并应用“稠密语义检索”的关键约束。"", ""能够使用可复现指标评估“稠密语义检索”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""dense_retrieval"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-hybrid_retrieval,RAG-M03,混合检索,3,True,融合稀疏与稠密检索，提高不同查询类型下的鲁棒性。,"[""RAG-SUB-dense_retrieval""]","[""融合稀疏与稠密检索，提高不同查询类型下的鲁棒性。"", ""能在工程场景中识别并应用“混合检索”的关键约束。"", ""能够使用可复现指标评估“混合检索”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""hybrid_retrieval"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-metadata_filtering,RAG-M04,元数据过滤,2,True,在语义排序前后利用权限、版本、时间、语言和业务标签缩小候选。,"[""RAG-SUB-hybrid_retrieval""]","[""在语义排序前后利用权限、版本、时间、语言和业务标签缩小候选。"", ""能在工程场景中识别并应用“元数据过滤”的关键约束。"", ""能够使用可复现指标评估“元数据过滤”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""metadata_filtering"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-multi_query_expansion,RAG-M04,多查询与查询扩展,3,False,通过同义改写、子问题和多角度查询提高召回。,"[""RAG-SUB-metadata_filtering""]","[""通过同义改写、子问题和多角度查询提高召回。"", ""能在工程场景中识别并应用“多查询与查询扩展”的关键约束。"", ""能够使用可复现指标评估“多查询与查询扩展”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""multi_query_expansion"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-query_rewriting,RAG-M04,查询改写,2,True,将口语化、上下文依赖或不完整的问题转换成可检索查询。,"[""RAG-SUB-multi_query_expansion""]","[""将口语化、上下文依赖或不完整的问题转换成可检索查询。"", ""能在工程场景中识别并应用“查询改写”的关键约束。"", ""能够使用可复现指标评估“查询改写”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""query_rewriting"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-hyde_retrieval,RAG-M07,HyDE假设文档检索,4,False,利用生成的假设性文档表示查询语义，以改善零样本稠密检索。,"[""RAG-SUB-query_rewriting""]","[""利用生成的假设性文档表示查询语义，以改善零样本稠密检索。"", ""能在工程场景中识别并应用“HyDE假设文档检索”的关键约束。"", ""能够使用可复现指标评估“HyDE假设文档检索”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""hyde_retrieval"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-cross_encoder_reranking,RAG-M04,交叉编码器重排序,3,True,使用查询与候选片段联合编码，提高候选排序精度。,"[""RAG-SUB-hyde_retrieval""]","[""使用查询与候选片段联合编码，提高候选排序精度。"", ""能在工程场景中识别并应用“交叉编码器重排序”的关键约束。"", ""能够使用可复现指标评估“交叉编码器重排序”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""cross_encoder_reranking"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-colbert_late_interaction,RAG-M04,ColBERT晚交互检索,4,False,理解Token级晚交互在效率与细粒度匹配之间的折中。,"[""RAG-SUB-cross_encoder_reranking""]","[""理解Token级晚交互在效率与细粒度匹配之间的折中。"", ""能在工程场景中识别并应用“ColBERT晚交互检索”的关键约束。"", ""能够使用可复现指标评估“ColBERT晚交互检索”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""colbert_late_interaction"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-diversity_mmr,RAG-M04,MMR多样性选择,3,False,在相关性和候选多样性之间平衡，减少上下文重复。,"[""RAG-SUB-colbert_late_interaction""]","[""在相关性和候选多样性之间平衡，减少上下文重复。"", ""能在工程场景中识别并应用“MMR多样性选择”的关键约束。"", ""能够使用可复现指标评估“MMR多样性选择”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""diversity_mmr"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-rank_fusion_rrf,RAG-M03,RRF名次融合,3,False,用排名而非原始分数融合多个检索列表。,"[""RAG-SUB-diversity_mmr""]","[""用排名而非原始分数融合多个检索列表。"", ""能在工程场景中识别并应用“RRF名次融合”的关键约束。"", ""能够使用可复现指标评估“RRF名次融合”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""rank_fusion_rrf"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-context_selection_budget,RAG-M04,上下文选择与Token预算,3,True,在有限上下文中选择最有用、互补且可追溯的证据。,"[""RAG-SUB-rank_fusion_rrf""]","[""在有限上下文中选择最有用、互补且可追溯的证据。"", ""能在工程场景中识别并应用“上下文选择与Token预算”的关键约束。"", ""能够使用可复现指标评估“上下文选择与Token预算”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""context_selection_budget"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-lost_in_the_middle,RAG-M04,长上下文位置效应,3,False,理解模型对长上下文中间信息利用不稳定的问题。,"[""RAG-SUB-context_selection_budget""]","[""理解模型对长上下文中间信息利用不稳定的问题。"", ""能在工程场景中识别并应用“长上下文位置效应”的关键约束。"", ""能够使用可复现指标评估“长上下文位置效应”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""lost_in_the_middle"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-prompt_grounding,RAG-M05,证据约束提示词,2,True,通过明确指令让模型仅基于提供证据回答并声明限制。,"[""RAG-SUB-lost_in_the_middle""]","[""通过明确指令让模型仅基于提供证据回答并声明限制。"", ""能在工程场景中识别并应用“证据约束提示词”的关键约束。"", ""能够使用可复现指标评估“证据约束提示词”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""prompt_grounding"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-answer_abstention,RAG-M05,拒答与不确定性,3,True,在证据不足、冲突或越权时停止生成确定性答案。,"[""RAG-SUB-prompt_grounding""]","[""在证据不足、冲突或越权时停止生成确定性答案。"", ""能在工程场景中识别并应用“拒答与不确定性”的关键约束。"", ""能够使用可复现指标评估“拒答与不确定性”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""answer_abstention"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-citation_generation_verification,RAG-M05,引用生成与验证,3,True,生成可点击、可核验且真正支持结论的证据引用。,"[""RAG-SUB-answer_abstention""]","[""生成可点击、可核验且真正支持结论的证据引用。"", ""能在工程场景中识别并应用“引用生成与验证”的关键约束。"", ""能够使用可复现指标评估“引用生成与验证”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""citation_generation_verification"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-hallucination_types,RAG-M05,幻觉类型与根因,2,True,区分无依据生成、证据矛盾、错误归因和过度推断等问题。,"[""RAG-SUB-citation_generation_verification""]","[""区分无依据生成、证据矛盾、错误归因和过度推断等问题。"", ""能在工程场景中识别并应用“幻觉类型与根因”的关键约束。"", ""能够使用可复现指标评估“幻觉类型与根因”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""hallucination_types"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-evidence_entailment,RAG-M05,证据支持关系检查,4,True,判断证据是否直接支持、反驳或无法判断某个结论。,"[""RAG-SUB-hallucination_types""]","[""判断证据是否直接支持、反驳或无法判断某个结论。"", ""能在工程场景中识别并应用“证据支持关系检查”的关键约束。"", ""能够使用可复现指标评估“证据支持关系检查”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""evidence_entailment"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-review_correction_loop,RAG-M05,审核与纠偏闭环,3,True,对生成资源、题目和决策进行通过、退回、修复与升级处理。,"[""RAG-SUB-evidence_entailment""]","[""对生成资源、题目和决策进行通过、退回、修复与升级处理。"", ""能在工程场景中识别并应用“审核与纠偏闭环”的关键约束。"", ""能够使用可复现指标评估“审核与纠偏闭环”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""review_correction_loop"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-prompt_injection_defense,RAG-M05,提示词注入防护,4,True,防止知识文档或用户输入劫持模型规则、泄露数据或调用危险工具。,"[""RAG-SUB-review_correction_loop""]","[""防止知识文档或用户输入劫持模型规则、泄露数据或调用危险工具。"", ""能在工程场景中识别并应用“提示词注入防护”的关键约束。"", ""能够使用可复现指标评估“提示词注入防护”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""prompt_injection_defense"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-sensitive_data_privacy,RAG-M05,敏感数据与隐私保护,3,True,保护企业资料、学习者画像和交互日志中的敏感信息。,"[""RAG-SUB-prompt_injection_defense""]","[""保护企业资料、学习者画像和交互日志中的敏感信息。"", ""能在工程场景中识别并应用“敏感数据与隐私保护”的关键约束。"", ""能够使用可复现指标评估“敏感数据与隐私保护”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""sensitive_data_privacy"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-retrieval_metrics,RAG-M06,检索评测指标,2,True,使用Recall@K、Precision@K、MRR、nDCG等指标测量候选质量。,"[""RAG-SUB-sensitive_data_privacy""]","[""使用Recall@K、Precision@K、MRR、nDCG等指标测量候选质量。"", ""能在工程场景中识别并应用“检索评测指标”的关键约束。"", ""能够使用可复现指标评估“检索评测指标”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""retrieval_metrics"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-generation_metrics,RAG-M06,生成质量指标,3,True,评估答案忠实度、正确性、完整性、引用和表达质量。,"[""RAG-SUB-retrieval_metrics""]","[""评估答案忠实度、正确性、完整性、引用和表达质量。"", ""能在工程场景中识别并应用“生成质量指标”的关键约束。"", ""能够使用可复现指标评估“生成质量指标”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""generation_metrics"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-end_to_end_evaluation,RAG-M06,端到端RAG评测,3,True,同时评价检索、生成、拒答、延迟、成本和用户任务完成度。,"[""RAG-SUB-generation_metrics""]","[""同时评价检索、生成、拒答、延迟、成本和用户任务完成度。"", ""能在工程场景中识别并应用“端到端RAG评测”的关键约束。"", ""能够使用可复现指标评估“端到端RAG评测”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""end_to_end_evaluation"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
