question_id,knowledge_node_id,question_type,difficulty_level,stem,correct_answer,score_points,evidence_ids,provenance
00cf91a7-b2d6-55aa-8f9f-0a2eb0e24bf9,RAG-M08-N02,short_answer,4,在企业RAG项目中需要应用“持久化、事务、缓存与一致性”。请给出实施步骤、失败风险和验收证据。,"{""required_points"": [""把权威业务数据、知识元数据、文件和缓存分层存储"", ""控制版本发布与激活事务"", ""设计缓存键和失效策略"", ""客户端不持有数据库凭据""]}",30,"[""a0691617-7aef-5cbb-999b-318ce930f4d5"", ""216cb12a-abee-5c74-a2e2-8ad16395fae0"", ""83d3d7ce-7589-50b3-ae42-99e860593e20"", ""e5980c5c-382b-51b1-a425-0f896e0d688e""]",
9bef8762-504c-57e1-87e5-122534b796a9,RAG-M08-N03,single_choice,4,关于“性能、批处理、缓存与容量规划”，以下哪项表述最准确？,B,10,"[""8d9b1474-edc1-5907-9284-c13592082a29""]",
597e0e87-34ba-5cee-b67f-e4cb557af15b,RAG-M08-N03,true_false,4,减少top-k一定能同时提高速度和质量。,F,10,"[""8d9b1474-edc1-5907-9284-c13592082a29"", ""4c1d2fed-7251-5c77-8fb9-405983e2e002""]",
0e30ea1f-4c51-511b-8e0e-aa34dedb4043,RAG-M08-N03,short_answer,5,请用不超过200字说明性能、批处理、缓存与容量规划的核心目标、一个适用边界和一个质量验证方法。,"{""required_points"": [""性能优化必须建立在质量门禁之上。通过批量嵌入、索引调优、缓存、并行召回和分层模型降低成本，同时监测召回退化和长尾时延。"", ""性能优化不得突破质量下限"", ""建立容量模型与负载测试""]}",20,"[""8d9b1474-edc1-5907-9284-c13592082a29"", ""4c1d2fed-7251-5c77-8fb9-405983e2e002"", ""a7caef67-cf4a-5fc4-a770-9f695ad627f6""]",
a599e6d6-f7bb-5938-ad28-a1496ee0bec9,RAG-M08-N03,short_answer,5,在企业RAG项目中需要应用“性能、批处理、缓存与容量规划”。请给出实施步骤、失败风险和验收证据。,"{""required_points"": [""建立容量模型与负载测试"", ""优化嵌入、检索、重排和模型调用"", ""设计超时、降级与背压"", ""性能优化不得突破质量下限""]}",30,"[""8d9b1474-edc1-5907-9284-c13592082a29"", ""4c1d2fed-7251-5c77-8fb9-405983e2e002"", ""a7caef67-cf4a-5fc4-a770-9f695ad627f6"", ""fd6ae84e-23a4-5b44-85a7-d12f8246b9f4""]",
72786715-1e9f-5610-8331-acd28ca76717,RAG-M08-N04,single_choice,5,关于“本地开发、容器部署、安全与运维”，以下哪项表述最准确？,B,10,"[""0af1e8e2-843f-554e-af8f-c5115de5ccd8""]",
d2a54873-b2a2-5e9a-80b1-fd11b6d06f05,RAG-M08-N04,true_false,5,本地开发后部署只需把代码复制到服务器。,F,10,"[""0af1e8e2-843f-554e-af8f-c5115de5ccd8"", ""9ee66678-89ed-5378-b51f-57bc0edfe9a9""]",
3b97f129-ea3f-56a2-acae-9721ba9e7c37,RAG-M08-N04,short_answer,5,请用不超过200字说明本地开发、容器部署、安全与运维的核心目标、一个适用边界和一个质量验证方法。,"{""required_points"": [""开发期可以在本机用Docker Compose运行完整依赖，代码通过GitHub协作；部署时将同样的服务边界迁移到Linux服务器。逻辑分离比是否同一台机器更重要。"", ""密钥不进Git"", ""用本地容器环境支持多人并行开发""]}",20,"[""0af1e8e2-843f-554e-af8f-c5115de5ccd8"", ""9ee66678-89ed-5378-b51f-57bc0edfe9a9"", ""cceb5911-0533-57ae-8400-8f5f80f11680""]",
bfd10eb2-200c-5442-9cc3-2171793b84ff,RAG-M08-N04,short_answer,5,在企业RAG项目中需要应用“本地开发、容器部署、安全与运维”。请给出实施步骤、失败风险和验收证据。,"{""required_points"": [""用本地容器环境支持多人并行开发"", ""把前端、后端、Agent、数据库和缓存逻辑隔离"", ""制定生产安全、备份、迁移和回滚计划"", ""密钥不进Git""]}",30,"[""0af1e8e2-843f-554e-af8f-c5115de5ccd8"", ""9ee66678-89ed-5378-b51f-57bc0edfe9a9"", ""cceb5911-0533-57ae-8400-8f5f80f11680"", ""58052dfe-4dc7-5155-a507-14fde93333d3""]",
43bd9bbe-0c41-55a4-9b21-032512df1827,RAG-SUB-rag_definition,single_choice,1,关于“RAG基本定义”，以下哪项描述最准确？,A,10,"[""3d790109-f3fd-5b5a-8ad7-83a413013d4b""]","{""origin_question_id"": ""q_rag_definition_foundation"", ""review_status"": ""pending_team_review""}"
abb3e960-88af-5518-bdb0-de46ccb235f2,RAG-SUB-rag_definition,short_answer,1,请说明在真实RAG项目中如何落实“RAG基本定义”，至少给出三个实施要点。,最小实现包含查询输入、检索器、候选证据、上下文构造、生成器和引用输出。先用一个小而可靠的知识库和固定问题集建立基线，再逐步增加查询改写、混合检索和重排序。,10,"[""49874bf9-459f-583f-97e3-77f7b5e1b548""]","{""origin_question_id"": ""q_rag_definition_standard"", ""review_status"": ""pending_team_review""}"
0463ca1e-d165-5caa-bbf7-6c1da572b21b,RAG-SUB-rag_definition,short_answer,2,某团队在“RAG基本定义”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：常见误区是把向量数据库等同于RAG，或认为接入知识库后就不会幻觉。若检索不到正确证据、上下文被截断或模型无视证据，仍会产生错误。 适用边界：对完全不依赖外部事实的创意写作、闲聊或纯计算任务，RAG未必有收益；对高风险答案，RAG也不能替代人工审核和业务规则。,10,"[""ebce3ec7-8cb3-59b0-ae88-03f2ca6c009b"", ""a6585dd6-d992-5787-9746-604821275b5d""]","{""origin_question_id"": ""q_rag_definition_advanced"", ""review_status"": ""pending_team_review""}"
efda761a-0d62-5e3d-b53c-306a533b6c77,RAG-SUB-rag_end_to_end_architecture,single_choice,1,关于“RAG端到端架构”，以下哪项描述最准确？,B,10,"[""69943873-7567-5f63-b774-d7101a449690""]","{""origin_question_id"": ""q_rag_end_to_end_architecture_foundation"", ""review_status"": ""pending_team_review""}"
4f0ead0c-a83a-5bf4-b79a-c349a284f3ed,RAG-SUB-rag_end_to_end_architecture,short_answer,1,请说明在真实RAG项目中如何落实“RAG端到端架构”，至少给出三个实施要点。,建议为每次请求创建correlation_id，并保存query、retrieved_chunk_ids、scores、reranked_order、prompt_version、model_version、answer和latency。离线索引也要记录knowledge_base_version_id，保证结果可复现。,10,"[""37bdd36a-e586-5804-94dd-cf9ab7b620c2""]","{""origin_question_id"": ""q_rag_end_to_end_architecture_standard"", ""review_status"": ""pending_team_review""}"
42694ffd-7abe-58b0-b64f-f47e4676ce03,RAG-SUB-rag_end_to_end_architecture,short_answer,2,某团队在“RAG端到端架构”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：只记录最终答案会导致故障无法定位；知识库更新后不做回归，会出现旧问题突然失效；离线与在线使用不同切分或嵌入版本也会造成不一致。 适用边界：比赛原型可将模块部署在同一后端中，但接口和数据边界仍应明确；商业化后再按吞吐、隔离和运维需求拆分服务。,10,"[""3f00e3b4-c58d-581d-8b86-031983c791c3"", ""cfccad5c-c894-53cc-98c8-2255e145a3ac""]","{""origin_question_id"": ""q_rag_end_to_end_architecture_advanced"", ""review_status"": ""pending_team_review""}"
2e498e12-8deb-5250-9cd7-b430022bd159,RAG-SUB-parametric_nonparametric_memory,single_choice,1,关于“参数记忆与外部记忆”，以下哪项描述最准确？,C,10,"[""ff0e610d-af35-5a31-9a96-7171c3584acc""]","{""origin_question_id"": ""q_parametric_nonparametric_memory_foundation"", ""review_status"": ""pending_team_review""}"
b1d53cee-c2d2-536b-9be0-4b2de419b191,RAG-SUB-parametric_nonparametric_memory,short_answer,2,请说明在真实RAG项目中如何落实“参数记忆与外部记忆”，至少给出三个实施要点。,对事实性字段、企业规则和时效内容，应要求答案由外部证据支持；对语言组织、解释和概括，可利用模型能力。提示词中要明确哪些内容允许推理，哪些内容必须逐项引用。,10,"[""e2a687b2-e705-5bde-807c-98831b608d00""]","{""origin_question_id"": ""q_parametric_nonparametric_memory_standard"", ""review_status"": ""pending_team_review""}"
e63f1ec8-9f38-5ed4-99a9-1285c8fe4bc9,RAG-SUB-parametric_nonparametric_memory,short_answer,3,某团队在“参数记忆与外部记忆”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：把模型记忆当成权威来源会造成过时或不可审计的答案；反过来，要求每个常识词都必须检索，会增加延迟并降低自然度。 适用边界：在证据不足时应拒答或请求补充资料，而不是让参数记忆补齐企业内部事实。,10,"[""d5292e6e-9a50-59e9-ac84-d0094e6361f7"", ""fae5556a-2c2c-5c01-a5b3-8272ea3334ed""]","{""origin_question_id"": ""q_parametric_nonparametric_memory_advanced"", ""review_status"": ""pending_team_review""}"
7fc204e0-8def-5dac-9e80-cdd4cf7c6e19,RAG-SUB-rag_applicability,single_choice,1,关于“RAG适用性判断”，以下哪项描述最准确？,D,10,"[""9a57b1b9-fd11-50ba-bdd0-eedbd7f166a0""]","{""origin_question_id"": ""q_rag_applicability_foundation"", ""review_status"": ""pending_team_review""}"
6dacdb68-0fed-553d-8647-db21c34facc8,RAG-SUB-rag_applicability,short_answer,2,请说明在真实RAG项目中如何落实“RAG适用性判断”，至少给出三个实施要点。,先用决策表评估：是否有可靠语料、是否能定义正确答案、是否要求引用、是否需要实时数据、是否涉及工具执行。简单FAQ可用稀疏或混合检索；跨文档关系问题可能需要图结构或多步检索。,10,"[""3fe1f022-3615-59c6-83ca-dbbcc855fd0e""]","{""origin_question_id"": ""q_rag_applicability_standard"", ""review_status"": ""pending_team_review""}"
bc1b9166-c4d4-5e7c-8aad-2f91063b864d,RAG-SUB-rag_applicability,short_answer,3,某团队在“RAG适用性判断”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：为了“使用AI”而上RAG会制造不必要复杂度；没有可靠知识源时，系统只能把低质量内容检索得更快；没有评测集时也无法证明RAG有效。 适用边界：实时交易、复杂计算或需要写入外部系统的任务，通常还需要工具调用、规则引擎或人工审批，不能仅依靠RAG。,10,"[""af5b5947-55a2-5368-a2e5-54e9be8cf1c7"", ""7bd6d185-e2a0-502b-8073-4c8a534a47a9""]","{""origin_question_id"": ""q_rag_applicability_advanced"", ""review_status"": ""pending_team_review""}"
e04a614c-d55e-5665-9ef0-6d3ae2f71f65,RAG-SUB-rag_failure_taxonomy,single_choice,1,关于“RAG失败类型”，以下哪项描述最准确？,A,10,"[""a851f4e0-1280-5a10-904c-7c6feeb66b76""]","{""origin_question_id"": ""q_rag_failure_taxonomy_foundation"", ""review_status"": ""pending_team_review""}"
c29d0c10-7485-55f8-a64e-7471cfd842a1,RAG-SUB-rag_failure_taxonomy,short_answer,2,请说明在真实RAG项目中如何落实“RAG失败类型”，至少给出三个实施要点。,建立错误案例表，至少记录问题、期望证据、实际证据、回答、错误阶段、根因和修复动作。评测报告应分别呈现检索指标和生成指标，避免用一个总分掩盖问题。,10,"[""9baf6e31-0f6e-502c-8ade-4aa84ce4e1a9""]","{""origin_question_id"": ""q_rag_failure_taxonomy_standard"", ""review_status"": ""pending_team_review""}"
aa3b8521-5734-5c94-9fd9-88e470379b32,RAG-SUB-rag_failure_taxonomy,short_answer,3,某团队在“RAG失败类型”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：看到答案错误就盲目更换大模型，可能掩盖真正的检索缺陷；只看Recall@K也无法说明生成是否忠实；只看人工主观评分则难以回归。 适用边界：根因无法确定时，先固定生成模型与提示词，对检索进行离线复现；再固定检索结果检查生成行为，逐段隔离问题。,10,"[""55bf65bb-e4a6-58ed-8909-a34bc8f9c395"", ""10ea6057-0515-523e-8dc0-63e3c144ef37""]","{""origin_question_id"": ""q_rag_failure_taxonomy_advanced"", ""review_status"": ""pending_team_review""}"
b5cd1e89-5c1f-5e86-9104-a410c37257b1,RAG-SUB-knowledge_source_selection,single_choice,1,关于“知识源选择”，以下哪项描述最准确？,B,10,"[""913be86f-aa12-58b9-aece-a840a067a1fc""]","{""origin_question_id"": ""q_knowledge_source_selection_foundation"", ""review_status"": ""pending_team_review""}"
5b0b27c8-c4a0-530e-b78e-5f7431a4f300,RAG-SUB-knowledge_source_selection,short_answer,1,请说明在真实RAG项目中如何落实“知识源选择”，至少给出三个实施要点。,建立来源登记表：source_id、标题、URI或文件标识、版本、发布时间、权限级别、许可说明、审核人和失效日期。导入前先做覆盖映射，确认每个核心知识点至少有可追溯来源。,10,"[""7ca80f17-8fa8-5e7f-875d-f85ab0981f9a""]","{""origin_question_id"": ""q_knowledge_source_selection_standard"", ""review_status"": ""pending_team_review""}"
7f31b695-042a-5c06-b456-6330385cccb4,RAG-SUB-knowledge_source_selection,short_answer,2,某团队在“知识源选择”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：把搜索结果、营销文章和未经审核的聊天记录直接混入正式知识库，会降低权威性；只追求文档数量也会引入重复、冲突和噪声。 适用边界：来源存在冲突时，应定义优先级并保留冲突记录；无法确认授权或真实性的材料只能作为待审核种子，不能用于正式高风险结论。,10,"[""695aa152-c45b-5658-9a30-92171455c6cd"", ""b2796ca4-ca27-5d11-a203-0c8df169ed48""]","{""origin_question_id"": ""q_knowledge_source_selection_advanced"", ""review_status"": ""pending_team_review""}"
b3dca83a-9ba5-5282-badc-7b2c70d46fb1,RAG-SUB-source_authority_provenance,single_choice,1,关于“来源权威性与溯源”，以下哪项描述最准确？,C,10,"[""efe9c728-c907-5adf-996e-b84215ce9f83""]","{""origin_question_id"": ""q_source_authority_provenance_foundation"", ""review_status"": ""pending_team_review""}"
04a9817b-2dde-571b-b4d0-344f0a97f5a3,RAG-SUB-source_authority_provenance,short_answer,2,请说明在真实RAG项目中如何落实“来源权威性与溯源”，至少给出三个实施要点。,片段元数据至少保存source_title、source_uri、source_locator、authority_level和content_hash。生成阶段输出引用编号，审核阶段验证引用存在、内容相关且确实支持结论。,10,"[""1d281baa-ceda-5bbf-a360-ccd5e5fb34f2""]","{""origin_question_id"": ""q_source_authority_provenance_standard"", ""review_status"": ""pending_team_review""}"
57fff30a-c6b9-5f68-9aba-51c3ba0da894,RAG-SUB-source_authority_provenance,short_answer,3,某团队在“来源权威性与溯源”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：只有链接没有版本或段落位置，知识更新后就无法复现；引用一篇相关文档但证据并不支持具体结论，也属于错误引用。 适用边界：对内部保密资料可以隐藏外部URI，但仍需保存内部文档编号和位置；对无法公开的证据，前端可展示受控摘要而非原文。,10,"[""787420c4-da27-5098-b0f6-f4b3d84e596b"", ""5d31e754-e227-5157-8327-9ecfc7fc22d2""]","{""origin_question_id"": ""q_source_authority_provenance_advanced"", ""review_status"": ""pending_team_review""}"
3910cd57-20b0-5403-9119-c0f8a46a31a0,RAG-SUB-versioning_freshness,single_choice,1,关于“版本与时效治理”，以下哪项描述最准确？,D,10,"[""aeb513a8-5c06-5da0-943f-11ec4dae0b5d""]","{""origin_question_id"": ""q_versioning_freshness_foundation"", ""review_status"": ""pending_team_review""}"
a6605411-ec4c-582c-9cf4-edc4096b5aa2,RAG-SUB-versioning_freshness,short_answer,2,请说明在真实RAG项目中如何落实“版本与时效治理”，至少给出三个实施要点。,为来源设置valid_from、valid_to或review_due_at；构建增量更新流程，变更后只重建受影响片段和索引，并运行固定回归集。生产环境保留当前版本和至少一个可回滚版本。,10,"[""7ca24d70-cebb-5b49-b40f-6d53a27c20e0""]","{""origin_question_id"": ""q_versioning_freshness_standard"", ""review_status"": ""pending_team_review""}"
80771b4c-2a23-53be-9d1b-bab5d68f3fd5,RAG-SUB-versioning_freshness,short_answer,3,某团队在“版本与时效治理”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：直接覆盖旧片段会使历史答案无法解释；只看文件修改时间会误判内容时效；索引版本和元数据版本不一致会返回已删除或无权限内容。 适用边界：对时间敏感问题，应在检索阶段加入时间过滤或新鲜度排序；系统不能自动确认的时效内容，应在回答中说明数据截止时间。,10,"[""d724d74a-ea26-5a60-b7df-1cb14b4ece5f"", ""081cb772-a25c-5074-b6cf-d96e0b137fbd""]","{""origin_question_id"": ""q_versioning_freshness_advanced"", ""review_status"": ""pending_team_review""}"
a1ab4f90-d54c-536c-8bc0-f327ebc82598,RAG-SUB-licensing_compliance,single_choice,1,关于“许可与合规”，以下哪项描述最准确？,A,10,"[""295f7439-cb3d-54a7-93cc-05b3cf21d5e1""]","{""origin_question_id"": ""q_licensing_compliance_foundation"", ""review_status"": ""pending_team_review""}"
c72af6fe-6d61-5753-9b52-4510a31bdd19,RAG-SUB-licensing_compliance,short_answer,2,请说明在真实RAG项目中如何落实“许可与合规”，至少给出三个实施要点。,导入流程增加许可确认与敏感信息扫描；对外展示时优先提供短引用和来源定位，避免大段复制；企业资料按租户隔离并记录访问日志。,10,"[""a9b64ad9-e2aa-5033-a2df-452cf06d6ea9""]","{""origin_question_id"": ""q_licensing_compliance_standard"", ""review_status"": ""pending_team_review""}"
7d435eb4-aff1-5d76-aabe-32b7e471fbd6,RAG-SUB-licensing_compliance,short_answer,3,某团队在“许可与合规”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：忽略许可会导致商业化风险；把隐私字段写入向量或日志，可能在检索和调试中泄露；仅靠前端隐藏不能实现真正隔离。 适用边界：无法确认许可的来源只用于内部评测或等待授权，不得标记为企业正式知识；涉及法律、医疗或安全规范时应增加专业审批。,10,"[""4d48d1c8-6981-5b2a-92d6-7f7f5776b747"", ""12676da8-4023-546e-9fa1-3894b4e5c7a6""]","{""origin_question_id"": ""q_licensing_compliance_advanced"", ""review_status"": ""pending_team_review""}"
fc988e84-9262-542b-8e61-c304e74f4a24,RAG-SUB-access_control_tenant_isolation,single_choice,2,关于“权限过滤与多租户隔离”，以下哪项描述最准确？,B,10,"[""9fc6f612-7c0b-5b63-85b5-eea3201856db""]","{""origin_question_id"": ""q_access_control_tenant_isolation_foundation"", ""review_status"": ""pending_team_review""}"
f18ebd58-5a3e-5b36-a345-58af0531c4aa,RAG-SUB-access_control_tenant_isolation,short_answer,3,请说明在真实RAG项目中如何落实“权限过滤与多租户隔离”，至少给出三个实施要点。,服务端从认证上下文获取organization_id，而不是信任客户端提交；数据库可使用行级安全策略，向量检索与关键词检索必须使用同一过滤条件；跨租户测试应进入自动回归。,10,"[""5c12e602-cd9d-552a-88ff-dfece71ecff6""]","{""origin_question_id"": ""q_access_control_tenant_isolation_standard"", ""review_status"": ""pending_team_review""}"
a676ca37-667e-526b-8a04-16de5249f524,RAG-SUB-access_control_tenant_isolation,short_answer,4,某团队在“权限过滤与多租户隔离”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：在一个共享索引中遗漏过滤条件会造成严重串库；把权限信息仅放在提示词中无法阻止模型看到数据；缓存键缺少租户编号也会泄露结果。 适用边界：高敏感场景可采用物理隔离索引或独立部署；共享索引适合成本敏感场景，但必须有强制过滤、审计和越权测试。,10,"[""f243e0f3-c740-5b27-9293-46c504a6ae8f"", ""d7d14bf7-2c46-53a4-aa31-4408c654414b""]","{""origin_question_id"": ""q_access_control_tenant_isolation_advanced"", ""review_status"": ""pending_team_review""}"
d0444611-add6-58a7-84a4-03b0891ad128,RAG-SUB-document_parsing,single_choice,1,关于“文档解析”，以下哪项描述最准确？,C,10,"[""d2bfd211-f937-52dd-98ad-25176b528a02""]","{""origin_question_id"": ""q_document_parsing_foundation"", ""review_status"": ""pending_team_review""}"
db6121a2-6028-5c18-9f51-54d09786eaee,RAG-SUB-document_parsing,short_answer,1,请说明在真实RAG项目中如何落实“文档解析”，至少给出三个实施要点。,为每种格式建立解析器适配层，输出统一中间结构；保存原始文件哈希、解析器版本和解析告警。扫描件需要OCR，但OCR结果应标记置信度并抽样复核。,10,"[""f117a769-bd8f-5c52-9441-9e2c3e8d21f0""]","{""origin_question_id"": ""q_document_parsing_standard"", ""review_status"": ""pending_team_review""}"
e3355679-1f1b-5bcb-97c2-5ec1305945bf,RAG-SUB-document_parsing,short_answer,2,某团队在“文档解析”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：直接按PDF文本顺序读取可能打乱双栏、页眉页脚和表格；解析失败却继续建库，会把乱码和缺失内容变成错误知识。 适用边界：比赛内置知识包可直接交付结构化内容，企业模式再逐步支持原始文档解析；对复杂表格和图纸，应保留人工确认入口。,10,"[""3d396176-3e15-50ab-9262-6db3e4ba0b45"", ""6d05a0de-2794-507d-bf97-6064471512ba""]","{""origin_question_id"": ""q_document_parsing_advanced"", ""review_status"": ""pending_team_review""}"
84b45b1c-da4a-516f-8394-23b4d25b86b1,RAG-SUB-layout_table_extraction,single_choice,1,关于“版面与表格提取”，以下哪项描述最准确？,D,10,"[""41200a5e-9017-5235-9103-96d21741846c""]","{""origin_question_id"": ""q_layout_table_extraction_foundation"", ""review_status"": ""pending_team_review""}"
0fa792b8-ccff-5b71-b25d-cb3e9bf19fa5,RAG-SUB-layout_table_extraction,short_answer,2,请说明在真实RAG项目中如何落实“版面与表格提取”，至少给出三个实施要点。,为表格生成表名、字段名、单位和行键；检索时可以同时保存自然语言摘要与原始结构。代码块需保持缩进和语言标签，图表应保存说明与来源位置。,10,"[""0b862aa5-aa22-5315-9192-292a2d7d7a57""]","{""origin_question_id"": ""q_layout_table_extraction_standard"", ""review_status"": ""pending_team_review""}"
30dd3810-238d-5b0a-8176-596e2bb5ec9f,RAG-SUB-layout_table_extraction,short_answer,3,某团队在“版面与表格提取”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：丢失单位、表头或合并单元格会让生成答案产生严重误差；将每个单元格独立向量化会失去上下文；把代码与说明混排会降低检索精度。 适用边界：高度依赖图像或空间关系的内容仅靠文本RAG不够，应引入多模态解析或把人工生成的结构化说明作为权威来源。,10,"[""fd35149d-6519-54e1-95fc-ead583108c6c"", ""f19dbbdc-ea11-5961-9b1e-e145711c7ac8""]","{""origin_question_id"": ""q_layout_table_extraction_advanced"", ""review_status"": ""pending_team_review""}"
e0b399b0-7a9f-551a-9ffa-fc98590a1c7d,RAG-SUB-text_cleaning_normalization,single_choice,1,关于“文本清洗与规范化”，以下哪项描述最准确？,A,10,"[""7e56d693-00a0-592f-ab46-ada6a2ea938f""]","{""origin_question_id"": ""q_text_cleaning_normalization_foundation"", ""review_status"": ""pending_team_review""}"
856c9b05-1106-5f9b-a7cf-de03c54782ca,RAG-SUB-text_cleaning_normalization,short_answer,1,请说明在真实RAG项目中如何落实“文本清洗与规范化”，至少给出三个实施要点。,先生成原始文本与清洗文本对照，统计字符损失率和异常符号；对日期、全角半角、Unicode和换行做标准化；保留source_locator以便回查。,10,"[""6287d8c6-5c5f-5ba2-97fa-49a31235518f""]","{""origin_question_id"": ""q_text_cleaning_normalization_standard"", ""review_status"": ""pending_team_review""}"
a2c53a41-469b-5b50-97ad-25b7dacd0c4f,RAG-SUB-text_cleaning_normalization,short_answer,2,某团队在“文本清洗与规范化”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：过度清洗会删除负号、版本号、函数名或表格分隔符；不同语言使用同一规则可能破坏分词；清洗后不重新计算哈希会导致版本不一致。 适用边界：对正式规范和代码文档，应采用保守清洗；对论坛或日志可采用更强去噪，但需明确不作为最高权威来源。,10,"[""fb481ca1-c2d0-5044-820f-720ae103e1d0"", ""14a45344-e713-549b-af5f-c7a0d62174f0""]","{""origin_question_id"": ""q_text_cleaning_normalization_advanced"", ""review_status"": ""pending_team_review""}"
38f4119c-57d9-531a-9486-803fab3ae93b,RAG-SUB-deduplication,single_choice,1,关于“内容去重”，以下哪项描述最准确？,B,10,"[""c35ceb04-cdcc-5e38-b8ac-abc9d78d0d2c""]","{""origin_question_id"": ""q_deduplication_foundation"", ""review_status"": ""pending_team_review""}"
b170ae4f-64c3-5d7e-a05b-b0e5bd402df8,RAG-SUB-deduplication,short_answer,2,请说明在真实RAG项目中如何落实“内容去重”，至少给出三个实施要点。,文件级先比较哈希，片段级可使用规范化文本哈希、MinHash或嵌入相似度；保留canonical_chunk_id和duplicate_of关系，而不是直接丢弃所有副本。,10,"[""32121dda-81b1-53bc-82ed-a02a3b36ad01""]","{""origin_question_id"": ""q_deduplication_standard"", ""review_status"": ""pending_team_review""}"
dd67841e-135f-5dfd-ae70-59805d591159,RAG-SUB-deduplication,short_answer,3,某团队在“内容去重”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：仅按相似度删除可能误删不同版本的关键差异；不保留来源映射会破坏溯源；重复阈值过低会把同主题的互补内容合并。 适用边界：多来源一致内容可保留一个主片段并关联多个source_id；法律或制度版本应按版本治理，不能只当作重复文本。,10,"[""f177b8e8-ee10-53fd-8c2a-3300479fe67f"", ""8fbf7c0c-5264-5c6e-9b5b-b7eec318fe35""]","{""origin_question_id"": ""q_deduplication_advanced"", ""review_status"": ""pending_team_review""}"
705e0e5d-c952-5546-8436-c201098f6e39,RAG-SUB-document_quality_checks,single_choice,1,关于“文档质量门禁”，以下哪项描述最准确？,C,10,"[""d1eb2f09-3b3f-5058-a4ea-fc9dbb3776be""]","{""origin_question_id"": ""q_document_quality_checks_foundation"", ""review_status"": ""pending_team_review""}"
cb78c327-87b6-58d7-b781-0bf5c1941e08,RAG-SUB-document_quality_checks,short_answer,2,请说明在真实RAG项目中如何落实“文档质量门禁”，至少给出三个实施要点。,生成machine-readable质量报告，列出阻断问题和警告；抽样对比原文与解析结果；对扫描件、表格密集文档和低置信OCR提高抽样比例。,10,"[""e006724e-f8ab-5826-bb35-f72389012fc3""]","{""origin_question_id"": ""q_document_quality_checks_standard"", ""review_status"": ""pending_team_review""}"
7d87e535-029b-5858-8278-67de364742dc,RAG-SUB-document_quality_checks,short_answer,3,某团队在“文档质量门禁”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：仅判断“文件能打开”不能说明内容可用；把质量分平均后可能掩盖一个严重缺页；没有阻断级别会让低质量数据进入索引。 适用边界：不同文档类型应使用不同阈值；比赛知识包可重点验证结构和引用完整性，企业原始资料还需增加许可与敏感信息检查。,10,"[""626b7b6b-a1c6-50dd-baad-b2f5e73c11b5"", ""aa39e2a8-7b26-53be-8fe5-2fc09a849526""]","{""origin_question_id"": ""q_document_quality_checks_advanced"", ""review_status"": ""pending_team_review""}"
2c4fb581-e58d-5fed-b0d9-0e6a9103bd92,RAG-SUB-chunking_objectives,single_choice,1,关于“文档切分目标”，以下哪项描述最准确？,D,10,"[""4067d39d-233e-5b56-b902-20d151a769f1""]","{""origin_question_id"": ""q_chunking_objectives_foundation"", ""review_status"": ""pending_team_review""}"
3cf505a9-a88e-5f30-a080-e6508355cb5a,RAG-SUB-chunking_objectives,short_answer,1,请说明在真实RAG项目中如何落实“文档切分目标”，至少给出三个实施要点。,先按文档结构形成基础块，再根据模型上下文、查询类型和评测结果调整大小与重叠。记录chunk_strategy、token_count和parent_chunk_id，使用固定查询集比较不同方案。,10,"[""7644f7ba-f058-5eb4-ac51-64d5b3e3bc72""]","{""origin_question_id"": ""q_chunking_objectives_standard"", ""review_status"": ""pending_team_review""}"
