chunk_id,evidence_id,knowledge_node_id,module_id,title,content,difficulty_level,source_ids,content_status,review_status
1f0be406-ef15-56c4-93a2-e565f08acb9d,716788a5-719d-5bd2-b841-55fc952f6160,RAG-M03-N04,RAG-M03,混合检索、分数融合与RRF：融合后仍需过滤与去重,"知识点：混合检索、分数融合与RRF
主题：融合后仍需过滤与去重
同一父文档的高度重叠切片可能占满top-k。融合后应按权限和版本过滤、按内容哈希或父节点去重，并保留各检索路径的贡献，便于解释。
适用边界：融合前保留原始排名；禁止跨权限融合；必须报告单路与混合的消融结果",3,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
f96a00e5-5b2d-5807-9d3f-37fb06407a00,2216241f-58cb-509e-abb0-41c1c55bdf1f,RAG-M04-N01,RAG-M04,查询理解、意图识别与查询改写：意图决定检索策略,"知识点：查询理解、意图识别与查询改写
主题：意图决定检索策略
单点定义可直接混合检索；比较题需要同时召回多个对象；步骤题需要层级上下文；故障排查可能需要多轮证据；高风险或越权问题应直接进入拒答或人工路径。
适用边界：关键限定词不得丢失；每次改写要可追踪；高不确定性优先追问或多路检索",2,"[""SRC-GRAPHRAG-OFFICIAL"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
19204317-2225-51ea-a181-a98ee3ab4b8a,65b31f9f-9013-512f-bbda-cc2200a4f140,RAG-M04-N01,RAG-M04,查询理解、意图识别与查询改写：规范化与改写,"知识点：查询理解、意图识别与查询改写
主题：规范化与改写
查询规范化包括大小写、全半角、别名、错别字和缩写展开。改写应输出原问题、规范化问题和改写理由，不能用改写后的问题覆盖原始输入。
适用边界：关键限定词不得丢失；每次改写要可追踪；高不确定性优先追问或多路检索",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
0ef4d810-c79a-512d-870a-3b9de3f13e54,9856893b-3706-5d35-9fd0-b1563a39dcba,RAG-M04-N01,RAG-M04,查询理解、意图识别与查询改写：多查询扩展,"知识点：查询理解、意图识别与查询改写
主题：多查询扩展
一个复杂问题可生成若干互补查询，例如概念、步骤和风险三个子查询，再合并证据。扩展数量过多会引入噪声和成本，应设置上限并做证据覆盖检查。
适用边界：关键限定词不得丢失；每次改写要可追踪；高不确定性优先追问或多路检索",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
020260a6-bbcf-5b78-bb2c-1d9944752e6b,bb2ff342-0006-574c-8c09-7a5c49b1524f,RAG-M04-N01,RAG-M04,查询理解、意图识别与查询改写：防止语义漂移,"知识点：查询理解、意图识别与查询改写
主题：防止语义漂移
改写模型可能把用户的限定条件、否定或时间范围改掉。系统需要对关键实体、范围和约束做一致性检查，无法确认时保留原查询或向用户追问。
适用边界：关键限定词不得丢失；每次改写要可追踪；高不确定性优先追问或多路检索",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
a8da5e87-aa8e-5a0a-aff0-422563bf8c74,060b18e5-ed29-50d7-9cf1-d2cb7ae22fed,RAG-M04-N02,RAG-M04,元数据过滤、租户隔离与权限检索：检索前授权,"知识点：元数据过滤、租户隔离与权限检索
主题：检索前授权
请求进入检索器前由可信后端解析用户身份和权限，形成不可由模型修改的过滤条件。Agent只能补充查询意图，不能扩大允许访问的租户、文档或安全级别。
适用边界：权限条件由后端注入且不可被Agent覆盖；拒绝日志不得包含敏感正文；版本和有效期过滤为强制字段",3,"[""SRC-NIST-AI-RMF"", ""SRC-OWASP-PROMPT-INJECTION""]",trusted_core,candidate_validated
5f5c1555-a4ea-5009-a1c9-299cf7644264,190248c5-ff2b-5d24-8f12-8dca4b602d96,RAG-M04-N02,RAG-M04,元数据过滤、租户隔离与权限检索：版本与有效期,"知识点：元数据过滤、租户隔离与权限检索
主题：版本与有效期
过滤条件除组织和角色外，还应包括激活知识库版本、文档状态、有效时间和语言。这样可以防止已退役、未审批或未来生效内容进入答案。
适用边界：权限条件由后端注入且不可被Agent覆盖；拒绝日志不得包含敏感正文；版本和有效期过滤为强制字段",3,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
44b9fe52-ae93-5626-863b-a8c63ef02876,772c18e9-a423-5492-80df-214c3e326a87,RAG-M04-N02,RAG-M04,元数据过滤、租户隔离与权限检索：近似检索交互,"知识点：元数据过滤、租户隔离与权限检索
主题：近似检索交互
近似向量索引可能在召回后应用过滤，导致满足条件的结果不足。应通过普通列索引、分区、部分索引、迭代扫描或扩大候选池验证结果数量和召回。
适用边界：权限条件由后端注入且不可被Agent覆盖；拒绝日志不得包含敏感正文；版本和有效期过滤为强制字段",3,"[""SRC-PGVECTOR-OFFICIAL""]",trusted_core,candidate_validated
fdb6fccf-a82c-563b-a002-9868072875e8,4e5f6c43-7704-5ab0-be5b-c059a68e3b4b,RAG-M04-N02,RAG-M04,元数据过滤、租户隔离与权限检索：越权测试,"知识点：元数据过滤、租户隔离与权限检索
主题：越权测试
测试应包括跨租户ID、伪造过滤字段、提示注入要求忽略权限、已撤回文档和混合公开/敏感片段。日志中不能泄露被拒绝片段的正文。
适用边界：权限条件由后端注入且不可被Agent覆盖；拒绝日志不得包含敏感正文；版本和有效期过滤为强制字段",3,"[""SRC-OWASP-PROMPT-INJECTION"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
99acbaa3-dd19-5a6e-896b-3ea75dafbd1a,cea9d066-c4b0-5d51-826e-5bf6970b3b7b,RAG-M04-N03,RAG-M04,候选重排、交叉编码器与多阶段检索：两阶段职责,"知识点：候选重排、交叉编码器与多阶段检索
主题：两阶段职责
召回器在大规模语料中快速获取较大的候选池，重排器对有限候选做更昂贵的相关性判断。设计时分别设置candidate_k、rerank_k和最终context_k。
适用边界：保留重排前后排名；候选池参数需版本化；重排超时必须有降级路径",3,"[""SRC-COLBERT-2020""]",trusted_core,candidate_validated
ed370cd7-17e9-5b88-afcc-4f0efb7dcbd7,825fd4ce-5fd5-5a03-b094-ae387480ea2d,RAG-M04-N03,RAG-M04,候选重排、交叉编码器与多阶段检索：交叉编码与晚交互,"知识点：候选重排、交叉编码器与多阶段检索
主题：交叉编码与晚交互
交叉编码器可联合编码查询和片段，相关性通常更细致但成本高；晚交互方法预计算文档表示并保留词级交互，在效果和效率之间取折中。
适用边界：保留重排前后排名；候选池参数需版本化；重排超时必须有降级路径",3,"[""SRC-COLBERT-2020""]",trusted_core,candidate_validated
918b2362-2d21-5bab-a6e6-d4a4807ff395,f485d3df-f7e5-552d-b6f5-f7cb733477a0,RAG-M04-N03,RAG-M04,候选重排、交叉编码器与多阶段检索：评测重排收益,"知识点：候选重排、交叉编码器与多阶段检索
主题：评测重排收益
不能只看最终答案。应比较重排前后MRR、nDCG、首个相关证据排名、P95延迟和成本，并按查询类型分析，避免整体平均掩盖某类退化。
适用边界：保留重排前后排名；候选池参数需版本化；重排超时必须有降级路径",3,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
ae788b2b-0eb4-581f-b2e6-bff849eb09b8,77e2ed0e-4e52-5024-90b5-73020341f9ce,RAG-M04-N03,RAG-M04,候选重排、交叉编码器与多阶段检索：多样性与去重,"知识点：候选重排、交叉编码器与多阶段检索
主题：多样性与去重
纯相关性重排可能把多个近重复片段排在顶部。可加入父文档去重、知识节点覆盖或最大边际相关性约束，保证上下文既相关又覆盖必要子主题。
适用边界：保留重排前后排名；候选池参数需版本化；重排超时必须有降级路径",3,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
41fb494d-a279-55ea-b86e-116eff6b4b01,24c5e9d9-1f5f-5cb1-afb7-793c9235f9c3,RAG-M04-N04,RAG-M04,上下文选择、压缩、排序与引用封装：预算分配,"知识点：上下文选择、压缩、排序与引用封装
主题：预算分配
上下文预算需为系统指令、用户问题、证据和输出预留空间。证据选择应综合相关性、权威性、时效性、覆盖度和重复度，而不是简单截取top-k。
适用边界：关键条件不得因压缩丢失；证据包必须可复现；冲突证据不得静默合并",4,"[""SRC-LOST-MIDDLE-2024"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
05ad4aed-b560-5a08-8fbe-17d5705ac7fc,d6441eb5-e28a-5b0b-9cd7-f1b5b94fb8a9,RAG-M04-N04,RAG-M04,上下文选择、压缩、排序与引用封装：压缩不改写事实,"知识点：上下文选择、压缩、排序与引用封装
主题：压缩不改写事实
抽取式压缩优先保留原句、条件和来源位置；生成式摘要需标记为派生内容并经事实检查。不能为了短而删除例外、否定或单位。
适用边界：关键条件不得因压缩丢失；证据包必须可复现；冲突证据不得静默合并",4,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
e4efc98c-17e6-592a-86d5-eca667b0a0cd,382852a1-407f-5cb3-910f-79f9e64b28fc,RAG-M04-N04,RAG-M04,上下文选择、压缩、排序与引用封装：顺序与位置,"知识点：上下文选择、压缩、排序与引用封装
主题：顺序与位置
长上下文研究显示模型对相关信息位置可能敏感。工程上可把最关键证据放在显著位置、按子问题分组，并避免在中间堆入大量低价值噪声。
适用边界：关键条件不得因压缩丢失；证据包必须可复现；冲突证据不得静默合并",4,"[""SRC-LOST-MIDDLE-2024""]",trusted_core,candidate_validated
d810c699-ac4e-5509-b79b-e1ab467823a0,b7d7f4c7-aef7-535b-a226-a6cfbb0300ef,RAG-M04-N04,RAG-M04,上下文选择、压缩、排序与引用封装：证据封装,"知识点：上下文选择、压缩、排序与引用封装
主题：证据封装
每个上下文块应包含evidence_id、标题、来源、版本、位置和正文。生成结果中的关键陈述必须引用这些ID，审核器再验证引用是否真正支持该陈述。
适用边界：关键条件不得因压缩丢失；证据包必须可复现；冲突证据不得静默合并",4,"[""SRC-COMPETITION-XH-202630"", ""SRC-RAGAS-2023""]",trusted_core,candidate_validated
220a8d5d-8daf-5d38-a7cc-35177bb63d6b,5a8c0f89-8b27-5101-ae21-3040ab75bbc2,RAG-M05-N01,RAG-M05,证据约束生成、引用与答案结构：生成契约,"知识点：证据约束生成、引用与答案结构
主题：生成契约
生成器输入应包含目标学习者、知识节点、难度、资源形态、证据包和禁止项；输出应使用固定Schema，分别承载正文、关键点、代码、引用、置信度和缺失证据。
适用边界：无证据的专业陈述不得发布；类比必须标记其边界；输出先过Schema再进入事实审核",2,"[""SRC-COMPETITION-XH-202630"", ""SRC-OPENAPI-31""]",trusted_core,candidate_validated
d20a52a8-f272-53be-998b-a39463f76359,09f16411-041b-5ae5-bb68-b3f3c8583d6c,RAG-M05-N01,RAG-M05,证据约束生成、引用与答案结构：陈述级证据绑定,"知识点：证据约束生成、引用与答案结构
主题：陈述级证据绑定
仅在文章末尾列来源不足以证明每个结论。关键定义、步骤、参数和风险说明应能映射到一个或多个evidence_id，审核器逐项检查支持关系。
适用边界：无证据的专业陈述不得发布；类比必须标记其边界；输出先过Schema再进入事实审核",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
3396f72a-4b12-518a-8fb4-0c04449450d1,621966e1-03ad-5c30-bf27-683c4ace0ac7,RAG-M05-N01,RAG-M05,证据约束生成、引用与答案结构：事实与教学转换,"知识点：证据约束生成、引用与答案结构
主题：事实与教学转换
个性化可以改变解释方式、例子、顺序和练习难度，但不能改变专业事实。系统应区分来源支持的事实、基于事实的教学重组和模型推断，避免把类比当作严格定义。
适用边界：无证据的专业陈述不得发布；类比必须标记其边界；输出先过Schema再进入事实审核",2,"[""SRC-COMPETITION-XH-202630""]",trusted_core,candidate_validated
e7ff518a-4676-5b49-b2e3-fa8788bc6613,9740184c-c0fc-50fe-9086-8aee85a60791,RAG-M05-N01,RAG-M05,证据约束生成、引用与答案结构：结构化输出,"知识点：证据约束生成、引用与答案结构
主题：结构化输出
JSON Schema能减少字段缺失和类型错误，但不能保证事实正确。应同时进行Schema校验、引用检查、事实一致性检查和难度适配检查。
适用边界：无证据的专业陈述不得发布；类比必须标记其边界；输出先过Schema再进入事实审核",2,"[""SRC-OPENAPI-31"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
b5cfe49a-0d3c-56b4-a74c-e611c4ee4002,af19c081-bf31-5030-801c-104069fdfa03,RAG-M05-N02,RAG-M05,证据不足、拒答、追问与人工转交：证据充分性,"知识点：证据不足、拒答、追问与人工转交
主题：证据充分性
证据是否充分不仅看相似度，还要看是否覆盖问题中的关键实体、时间、条件和结论，来源是否可信，是否存在相互冲突，以及答案是否需要知识库外推断。
适用边界：高风险无证据必须拒答或转人工；拒答不得暴露受限资料；每次拒答记录原因代码",2,"[""SRC-RAGAS-2023"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
c6e63302-562b-51a7-810c-b69556647b42,c56bbccd-b251-5073-b1ff-750e44f7463d,RAG-M05-N02,RAG-M05,证据不足、拒答、追问与人工转交：四种动作,"知识点：证据不足、拒答、追问与人工转交
主题：四种动作
可选择重新检索、向用户追问、明确拒答或转人工。模糊问题优先追问；可通过新检索计划补足的进入重试；高风险或冲突问题转人工；知识库外问题明确说明范围。
适用边界：高风险无证据必须拒答或转人工；拒答不得暴露受限资料；每次拒答记录原因代码",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
d980ca1d-39af-5c30-b047-a354c7f46378,29ed0fa1-79e7-50dc-8ee3-6758da64fb0f,RAG-M05-N02,RAG-M05,证据不足、拒答、追问与人工转交：拒答内容,"知识点：证据不足、拒答、追问与人工转交
主题：拒答内容
高质量拒答应说明缺少什么证据、系统已检查的范围和用户可提供的信息，但不能泄露权限外资料，也不能编造一个貌似有用的答案。
适用边界：高风险无证据必须拒答或转人工；拒答不得暴露受限资料；每次拒答记录原因代码",2,"[""SRC-OWASP-PROMPT-INJECTION"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
55f4fc0d-6bd7-54a0-8371-d90b1fc2a83f,a765ce4c-c074-57e5-bfab-cceb6b9ca895,RAG-M05-N02,RAG-M05,证据不足、拒答、追问与人工转交：拒答评测,"知识点：证据不足、拒答、追问与人工转交
主题：拒答评测
评测集必须同时包含应回答和应拒答的问题，测量正确拒答率、错误拒答率和越权泄露率。只提高拒答率会损害可用性，因此需要平衡。
适用边界：高风险无证据必须拒答或转人工；拒答不得暴露受限资料；每次拒答记录原因代码",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
a094a244-18a0-5a59-a68b-cfc812a87067,d2eaf759-6ded-5884-918f-e0e4e66766ba,RAG-M05-N03,RAG-M05,幻觉分类、事实审核与交叉验证：错误分类,"知识点：幻觉分类、事实审核与交叉验证
主题：错误分类
常见类型包括：证据中不存在的事实、与证据相反的陈述、把局部条件泛化、引用与陈述无关、数字单位错误、代码与解释不一致，以及把不确定推断写成确定结论。
适用边界：审核不得只使用生成器摘要；阻断级问题禁止自动发布；谬误率必须使用固定口径",3,"[""SRC-RAGAS-2023"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
da4f5f84-c14f-5c86-9883-8a014ec5d7d6,370b0b20-3e5b-5db5-bf19-622c6c4717e1,RAG-M05-N03,RAG-M05,幻觉分类、事实审核与交叉验证：独立审核上下文,"知识点：幻觉分类、事实审核与交叉验证
主题：独立审核上下文
审核器应重新读取原始证据和生成结果，而不是只依赖生成器的自评。它可以使用不同Prompt、规则或模型，并输出检查项、问题位置、严重度和修复动作。
适用边界：审核不得只使用生成器摘要；阻断级问题禁止自动发布；谬误率必须使用固定口径",3,"[""SRC-COMPETITION-XH-202630""]",trusted_core,candidate_validated
12ff3216-5c69-5c52-ac4a-0264f3e438d5,16963fcf-b840-5d52-a6aa-faa7ce33f419,RAG-M05-N03,RAG-M05,幻觉分类、事实审核与交叉验证：交叉验证,"知识点：幻觉分类、事实审核与交叉验证
主题：交叉验证
对高风险结论，可让事实核验、难度适配和代码验证分别给出结果，再由审核或仲裁节点综合。多智能体价值在于不同职责和证据，而不是多个角色重复赞同。
适用边界：审核不得只使用生成器摘要；阻断级问题禁止自动发布；谬误率必须使用固定口径",3,"[""SRC-COMPETITION-XH-202630""]",trusted_core,candidate_validated
5b24af88-6a20-5d05-bc86-c6d2c8b652a6,ce4b5efc-3fd0-513c-a7bc-8c51b0a5f37b,RAG-M05-N03,RAG-M05,幻觉分类、事实审核与交叉验证：谬误率口径,"知识点：幻觉分类、事实审核与交叉验证
主题：谬误率口径
专业知识谬误率应定义为被人工或权威规则判定为错误的专业陈述数除以被审查专业陈述总数。测试集、抽样方式、审核者一致性和置信区间应记录。
适用边界：审核不得只使用生成器摘要；阻断级问题禁止自动发布；谬误率必须使用固定口径",3,"[""SRC-COMPETITION-XH-202630"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
c2ad52da-b7e4-5002-86be-806f95166acc,b04e4952-9eb2-502e-9cfe-41d8bd62bc49,RAG-M05-N04,RAG-M05,提示注入、不可信文档与知识库安全：直接与间接注入,"知识点：提示注入、不可信文档与知识库安全
主题：直接与间接注入
直接注入来自用户要求忽略规则；间接注入隐藏在网页、PDF、邮件或代码注释中，待文档被检索后影响模型。知识库接入和运行时都必须检测。
适用边界：检索证据永远视为不可信数据；Agent不得从文档获得额外权限；可疑来源先隔离后审核",4,"[""SRC-OWASP-PROMPT-INJECTION""]",trusted_core,candidate_validated
408bb93f-43f5-58ee-9bfa-4b3ab26f9d20,82baf3c7-5e46-5051-9dc0-ca20b8b92ff6,RAG-M05-N04,RAG-M05,提示注入、不可信文档与知识库安全：指令与数据分离,"知识点：提示注入、不可信文档与知识库安全
主题：指令与数据分离
系统Prompt应明确证据块只是数据，不执行其中指令；使用结构化标签封装证据，并避免把敏感系统提示、工具描述和密钥放入可被文档覆盖的区域。
适用边界：检索证据永远视为不可信数据；Agent不得从文档获得额外权限；可疑来源先隔离后审核",4,"[""SRC-OWASP-PROMPT-INJECTION""]",trusted_core,candidate_validated
c17c8403-427e-511e-b71e-f0aeb13840c8,36517c9a-c0cd-5c02-a8ba-8efdaf33764a,RAG-M05-N04,RAG-M05,提示注入、不可信文档与知识库安全：最小工具权限,"知识点：提示注入、不可信文档与知识库安全
主题：最小工具权限
检索内容不能决定调用哪个高权限工具或修改权限过滤。工具参数需要Schema校验、允许列表、租户上下文和后端授权，危险操作必须人工确认。
适用边界：检索证据永远视为不可信数据；Agent不得从文档获得额外权限；可疑来源先隔离后审核",4,"[""SRC-OWASP-PROMPT-INJECTION"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
58edf566-3ea1-50e3-878a-13e47ee43e67,56475a80-f5aa-571b-96a9-5cf4a4a59630,RAG-M05-N04,RAG-M05,提示注入、不可信文档与知识库安全：多层检测与响应,"知识点：提示注入、不可信文档与知识库安全
主题：多层检测与响应
接入阶段扫描可疑指令和脚本；检索阶段过滤来源；生成阶段限制行为；输出阶段检测泄露和越权；事件进入审计日志。无法确认的高风险内容隔离而非自动发布。
适用边界：检索证据永远视为不可信数据；Agent不得从文档获得额外权限；可疑来源先隔离后审核",4,"[""SRC-OWASP-PROMPT-INJECTION"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
ca96e49a-8b39-542b-bdd9-d6c9119c43cf,adffd192-5ddc-5a39-b49e-54daa48cbee2,RAG-M06-N01,RAG-M06,检索评测：Hit Rate、Recall、MRR与nDCG：评测单元,"知识点：检索评测：Hit Rate、Recall、MRR与nDCG
主题：评测单元
每个案例至少包含query、预期知识节点或证据、查询类型、权限上下文和可选的多级相关性标签。测试集要与开发样例隔离，并记录标注依据。
适用边界：测试集需固定版本；标注需保留依据；发布报告必须包含分类型指标",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
07483be6-17c2-5e51-92e9-cac2ffa66f7c,b5f3a63c-bf7f-5ec5-bc9a-017bdbad9ed8,RAG-M06-N01,RAG-M06,检索评测：Hit Rate、Recall、MRR与nDCG：Hit与Recall,"知识点：检索评测：Hit Rate、Recall、MRR与nDCG
主题：Hit与Recall
Hit@k只判断top-k是否至少出现一个相关结果；Recall@k衡量相关结果被覆盖的比例。多证据问题只看Hit可能掩盖关键证据缺失。
适用边界：测试集需固定版本；标注需保留依据；发布报告必须包含分类型指标",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
7ad72f87-9999-5750-984b-061b75ef4885,c3f82abd-e2ee-5035-9af9-47b1efad9b83,RAG-M06-N01,RAG-M06,检索评测：Hit Rate、Recall、MRR与nDCG：MRR与nDCG,"知识点：检索评测：Hit Rate、Recall、MRR与nDCG
主题：MRR与nDCG
MRR关注首个相关结果的倒数排名，适合单一主要证据；nDCG可处理多个结果和不同相关等级，更适合评估排序整体质量。
适用边界：测试集需固定版本；标注需保留依据；发布报告必须包含分类型指标",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
eb13f71b-5528-5ee9-bd2c-79530a94fd4f,4664f323-58f4-55a0-8727-58b743ad4ea0,RAG-M06-N01,RAG-M06,检索评测：Hit Rate、Recall、MRR与nDCG：分层分析,"知识点：检索评测：Hit Rate、Recall、MRR与nDCG
主题：分层分析
总平均值之外应按定义、精确术语、比较、步骤、多跳、中文缩写和安全问题分组。系统可能总体达标但在某个关键类别严重失败。
适用边界：测试集需固定版本；标注需保留依据；发布报告必须包含分类型指标",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
e39d4fbd-9342-5c9b-ac1a-f250d4265a55,03235f85-f938-56aa-b0ff-4bc1532ba277,RAG-M06-N02,RAG-M06,生成评测：忠实度、引用、完整性与适配：忠实度,"知识点：生成评测：忠实度、引用、完整性与适配
主题：忠实度
把输出拆为原子专业陈述，逐项判断是否得到提供证据支持。忠实度关注“是否依据上下文”，不等同于世界知识上的绝对正确。
适用边界：专业谬误率需人工或权威规则确认；自动评审Prompt和模型要版本化；适配评测必须覆盖多类画像",3,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
925c9f04-1e38-5636-baa1-a772e44e7687,1d95d51a-ea33-537f-b172-a64a41a50afe,RAG-M06-N02,RAG-M06,生成评测：忠实度、引用、完整性与适配：引用正确与完整,"知识点：生成评测：忠实度、引用、完整性与适配
主题：引用正确与完整
引用正确率衡量引用是否真正支持对应陈述；引用完整率衡量应引用的关键陈述是否都提供了来源。仅有很多引用不代表引用质量高。
适用边界：专业谬误率需人工或权威规则确认；自动评审Prompt和模型要版本化；适配评测必须覆盖多类画像",3,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
0f8b361f-7fc2-55eb-866d-2ed75fd09776,5df563d9-8637-503b-8c51-890b1420fda8,RAG-M06-N02,RAG-M06,生成评测：忠实度、引用、完整性与适配：答案完整与任务符合,"知识点：生成评测：忠实度、引用、完整性与适配
主题：答案完整与任务符合
资源需覆盖指定知识点、实操步骤和边界，且遵守输出格式。可用参考要点、Rubric和关键概念覆盖率进行检查。
适用边界：专业谬误率需人工或权威规则确认；自动评审Prompt和模型要版本化；适配评测必须覆盖多类画像",3,"[""SRC-COMPETITION-XH-202630""]",trusted_core,candidate_validated
24949152-3f96-5159-ac09-52fd294ebf07,6424993c-4943-51fa-963a-7e9abafc2354,RAG-M06-N02,RAG-M06,生成评测：忠实度、引用、完整性与适配：难度适配,"知识点：生成评测：忠实度、引用、完整性与适配
主题：难度适配
难度适配需要人工标注或规则基准：概念密度、前置知识、代码复杂度、任务开放度和提示程度应与画像一致。适配准确率不能只由生成模型自评。
适用边界：专业谬误率需人工或权威规则确认；自动评审Prompt和模型要版本化；适配评测必须覆盖多类画像",3,"[""SRC-COMPETITION-XH-202630"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
c8661257-8590-575f-bc4f-19245ec597ae,e8b6e6b1-8456-52aa-ab72-cb0f6a40cf88,RAG-M06-N03,RAG-M06,端到端回归、消融实验与发布门禁：版本回归范围,"知识点：端到端回归、消融实验与发布门禁
主题：版本回归范围
回归对象包括知识覆盖、ID与引用完整性、检索指标、生成忠实度、拒答、安全、时延、成本和关键用户流程。结果绑定知识库、模型、Prompt和代码版本。
适用边界：回归数据集不可随意删除失败案例；阻断门禁需负责人批准变更；报告必须保留基线版本",3,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
ab3e0e77-7ed8-52eb-8573-286e2a14542a,50735323-f303-5a3e-8a00-d9daade93e7f,RAG-M06-N03,RAG-M06,端到端回归、消融实验与发布门禁：消融实验,"知识点：端到端回归、消融实验与发布门禁
主题：消融实验
分别关闭混合检索、重排、上下文压缩、审核或个性化策略，比较指标变化，才能证明组件贡献。只展示最终系统得分无法说明创新来自哪里。
适用边界：回归数据集不可随意删除失败案例；阻断门禁需负责人批准变更；报告必须保留基线版本",3,"[""SRC-RAGAS-2023"", ""SRC-COMPETITION-XH-202630""]",trusted_core,candidate_validated
93993578-c929-566c-8c90-6731c1449f36,4e94d552-1552-5c99-9560-33aff792912d,RAG-M06-N03,RAG-M06,端到端回归、消融实验与发布门禁：门禁与容差,"知识点：端到端回归、消融实验与发布门禁
主题：门禁与容差
门禁应包含绝对阈值和相对退化阈值，例如核心Hit@5不得低于目标且不得比当前生产版下降超过一定比例。阻断项失败不能由平均分抵消。
适用边界：回归数据集不可随意删除失败案例；阻断门禁需负责人批准变更；报告必须保留基线版本",3,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
214f5733-f2d9-58ab-af28-e9e2ccb575d7,025bbb14-294e-56d7-8d1d-26b3906bec88,RAG-M06-N03,RAG-M06,端到端回归、消融实验与发布门禁：失败案例资产化,"知识点：端到端回归、消融实验与发布门禁
主题：失败案例资产化
每个线上或测试失败都转化为可复现案例，标注根因属于来源、解析、切片、检索、生成、审核还是权限。修复后加入长期回归集。
适用边界：回归数据集不可随意删除失败案例；阻断门禁需负责人批准变更；报告必须保留基线版本",3,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
d06852e0-4852-5f69-aede-10d0f45514e2,f7a56088-095a-51e7-85ad-8b2fe9133c6f,RAG-M06-N04,RAG-M06,可观测性、成本、时延与故障定位：关联标识,"知识点：可观测性、成本、时延与故障定位
主题：关联标识
每次用户请求至少贯穿correlation_id、session_id、decision_cycle_id、agent_run_id、retrieval_request_id和knowledge_base_version_id。事件需要sequence和causation_id以恢复真实顺序。
适用边界：前端状态必须来自后端事件；敏感正文不进入普通日志；指标需绑定明确版本",4,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
9dfdd002-2ffc-5d97-840b-d4115ff502ef,620c5f33-f3ff-5aea-8bed-876495e857a4,RAG-M06-N04,RAG-M06,可观测性、成本、时延与故障定位：时延分解,"知识点：可观测性、成本、时延与故障定位
主题：时延分解
分别记录查询处理、稀疏召回、向量召回、重排、上下文构建、模型生成、审核和数据库写入的P50/P95/P99。只看总耗时无法找到瓶颈。
适用边界：前端状态必须来自后端事件；敏感正文不进入普通日志；指标需绑定明确版本",4,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
49804f32-ac76-527a-ab2b-4c8ca7e9735f,b3f5a569-1ddd-5d60-9ab1-62aa03ffc24b,RAG-M06-N04,RAG-M06,可观测性、成本、时延与故障定位：成本归因,"知识点：可观测性、成本、时延与故障定位
主题：成本归因
记录输入输出token、嵌入调用、重排调用、模型重试和缓存命中，按工作流、学习者和资源类型聚合。成本指标应与质量指标共同展示，避免只追求低成本。
适用边界：前端状态必须来自后端事件；敏感正文不进入普通日志；指标需绑定明确版本",4,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
3fe13e03-6450-5210-8e33-bc9bba64a7c9,9f9cf91f-b805-56c0-ae09-037cfe9a2ece,RAG-M06-N04,RAG-M06,可观测性、成本、时延与故障定位：事件与回放,"知识点：可观测性、成本、时延与故障定位
主题：事件与回放
权威事件写入持久化存储，前端通过SSE查看实时状态。回放使用同一事件序列重建流程，不依赖前端动画；敏感输入在日志中做脱敏或引用存储。
适用边界：前端状态必须来自后端事件；敏感正文不进入普通日志；指标需绑定明确版本",4,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
