question_id,knowledge_node_id,question_type,difficulty_level,stem,options,answer,explanation,evidence_ids
8bfc6fbd-fc2c-5283-a7ff-dd0368fe0b7c,RAG-M04-N01,true_false,2,把问题改得越长越容易检索。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,冗余扩展会稀释关键术语，改写应服务于明确检索目标。,"[""2216241f-58cb-509e-abb0-41c1c55bdf1f"", ""65b31f9f-9013-512f-bbda-cc2200a4f140""]"
96d1e7ad-23ab-5ec6-9268-735c5b3643a5,RAG-M04-N01,short_answer,3,请用不超过200字说明查询理解、意图识别与查询改写的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""2216241f-58cb-509e-abb0-41c1c55bdf1f"", ""65b31f9f-9013-512f-bbda-cc2200a4f140"", ""9856893b-3706-5d35-9fd0-b1563a39dcba""]"
23fb1dd8-2889-5c25-b979-dbbf6360de54,RAG-M04-N01,short_answer,3,在企业RAG项目中需要应用“查询理解、意图识别与查询改写”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""2216241f-58cb-509e-abb0-41c1c55bdf1f"", ""65b31f9f-9013-512f-bbda-cc2200a4f140"", ""9856893b-3706-5d35-9fd0-b1563a39dcba"", ""bb2ff342-0006-574c-8c09-7a5c49b1524f""]"
7d81ce6e-8939-5616-aba5-26aa306be6c5,RAG-M04-N02,single_choice,3,关于“元数据过滤、租户隔离与权限检索”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""在Prompt里写“不要泄露敏感信息”就足够。""}, {""option_id"": ""B"", ""option_text"": ""请求进入检索器前由可信后端解析用户身份和权限，形成不可由模型修改的过滤条件。Agent只能补充查询意图，不能扩大允许访问的租户、文档或安全级别。""}, {""option_id"": ""C"", ""option_text"": ""元数据过滤、租户隔离与权限检索不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""元数据过滤、租户隔离与权限检索只适用于演示环境，无法用于工程系统。""}]",,请求进入检索器前由可信后端解析用户身份和权限，形成不可由模型修改的过滤条件。Agent只能补充查询意图，不能扩大允许访问的租户、文档或安全级别。,"[""060b18e5-ed29-50d7-9cf1-d2cb7ae22fed""]"
3911b957-8047-590c-b2ef-68f1506da2bf,RAG-M04-N02,true_false,3,在Prompt里写“不要泄露敏感信息”就足够。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,模型不是授权边界，敏感证据必须在检索前被技术过滤。,"[""060b18e5-ed29-50d7-9cf1-d2cb7ae22fed"", ""190248c5-ff2b-5d24-8f12-8dca4b602d96""]"
37fa19f9-70a3-54ea-b108-f28c5c40fa2a,RAG-M04-N02,short_answer,4,请用不超过200字说明元数据过滤、租户隔离与权限检索的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""060b18e5-ed29-50d7-9cf1-d2cb7ae22fed"", ""190248c5-ff2b-5d24-8f12-8dca4b602d96"", ""772c18e9-a423-5492-80df-214c3e326a87""]"
cbf269be-52f0-5a86-bd82-9f125cbf225c,RAG-M04-N02,short_answer,4,在企业RAG项目中需要应用“元数据过滤、租户隔离与权限检索”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""060b18e5-ed29-50d7-9cf1-d2cb7ae22fed"", ""190248c5-ff2b-5d24-8f12-8dca4b602d96"", ""772c18e9-a423-5492-80df-214c3e326a87"", ""4e5f6c43-7704-5ab0-be5b-c059a68e3b4b""]"
55ca6c77-b6b1-56ec-b26a-6036a3d10e32,RAG-M04-N03,single_choice,3,关于“候选重排、交叉编码器与多阶段检索”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""重排器可以修复第一阶段漏检。""}, {""option_id"": ""B"", ""option_text"": ""召回器在大规模语料中快速获取较大的候选池，重排器对有限候选做更昂贵的相关性判断。设计时分别设置candidate_k、rerank_k和最终context_k。""}, {""option_id"": ""C"", ""option_text"": ""候选重排、交叉编码器与多阶段检索不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""候选重排、交叉编码器与多阶段检索只适用于演示环境，无法用于工程系统。""}]",,召回器在大规模语料中快速获取较大的候选池，重排器对有限候选做更昂贵的相关性判断。设计时分别设置candidate_k、rerank_k和最终context_k。,"[""cea9d066-c4b0-5d51-826e-5bf6970b3b7b""]"
ac80ecd0-15c9-5fec-b7e2-d476e9590c9e,RAG-M04-N03,true_false,3,重排器可以修复第一阶段漏检。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,重排只能重新排序已有候选，正确证据未召回时无法补回。,"[""cea9d066-c4b0-5d51-826e-5bf6970b3b7b"", ""825fd4ce-5fd5-5a03-b094-ae387480ea2d""]"
6b0bff72-1dbc-5dd2-84b0-c6165c777a79,RAG-M04-N03,short_answer,4,请用不超过200字说明候选重排、交叉编码器与多阶段检索的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""cea9d066-c4b0-5d51-826e-5bf6970b3b7b"", ""825fd4ce-5fd5-5a03-b094-ae387480ea2d"", ""f485d3df-f7e5-552d-b6f5-f7cb733477a0""]"
542074ac-6c20-5b5d-a99a-d335a086ef6b,RAG-M04-N03,short_answer,4,在企业RAG项目中需要应用“候选重排、交叉编码器与多阶段检索”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""cea9d066-c4b0-5d51-826e-5bf6970b3b7b"", ""825fd4ce-5fd5-5a03-b094-ae387480ea2d"", ""f485d3df-f7e5-552d-b6f5-f7cb733477a0"", ""77e2ed0e-4e52-5024-90b5-73020341f9ce""]"
1d4c7ecd-db46-531f-b325-1573a0c8aee6,RAG-M04-N04,single_choice,4,关于“上下文选择、压缩、排序与引用封装”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""把检索到的50段全部放进上下文最安全。""}, {""option_id"": ""B"", ""option_text"": ""上下文预算需为系统指令、用户问题、证据和输出预留空间。证据选择应综合相关性、权威性、时效性、覆盖度和重复度，而不是简单截取top-k。""}, {""option_id"": ""C"", ""option_text"": ""上下文选择、压缩、排序与引用封装不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""上下文选择、压缩、排序与引用封装只适用于演示环境，无法用于工程系统。""}]",,上下文预算需为系统指令、用户问题、证据和输出预留空间。证据选择应综合相关性、权威性、时效性、覆盖度和重复度，而不是简单截取top-k。,"[""24c5e9d9-1f5f-5cb1-afb7-793c9235f9c3""]"
df27b8ca-e758-5fdc-b228-29138fc2b2ca,RAG-M04-N04,true_false,4,把检索到的50段全部放进上下文最安全。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,过多噪声会增加成本并可能降低模型对关键证据的利用。,"[""24c5e9d9-1f5f-5cb1-afb7-793c9235f9c3"", ""d6441eb5-e28a-5b0b-9cd7-f1b5b94fb8a9""]"
843bf3e9-7ccc-58b4-87e7-e6d89aec9d86,RAG-M04-N04,short_answer,5,请用不超过200字说明上下文选择、压缩、排序与引用封装的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""24c5e9d9-1f5f-5cb1-afb7-793c9235f9c3"", ""d6441eb5-e28a-5b0b-9cd7-f1b5b94fb8a9"", ""382852a1-407f-5cb3-910f-79f9e64b28fc""]"
06087d4d-8e68-5cb8-91a9-b197402f9f87,RAG-M04-N04,short_answer,5,在企业RAG项目中需要应用“上下文选择、压缩、排序与引用封装”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""24c5e9d9-1f5f-5cb1-afb7-793c9235f9c3"", ""d6441eb5-e28a-5b0b-9cd7-f1b5b94fb8a9"", ""382852a1-407f-5cb3-910f-79f9e64b28fc"", ""b7d7f4c7-aef7-535b-a226-a6cfbb0300ef""]"
b5c713de-e2ea-5fa7-9804-05da33d43e42,RAG-M05-N01,single_choice,2,关于“证据约束生成、引用与答案结构”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""提示词写“不要幻觉”就能保证可信。""}, {""option_id"": ""B"", ""option_text"": ""生成器输入应包含目标学习者、知识节点、难度、资源形态、证据包和禁止项；输出应使用固定Schema，分别承载正文、关键点、代码、引用、置信度和缺失证据。""}, {""option_id"": ""C"", ""option_text"": ""证据约束生成、引用与答案结构不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""证据约束生成、引用与答案结构只适用于演示环境，无法用于工程系统。""}]",,生成器输入应包含目标学习者、知识节点、难度、资源形态、证据包和禁止项；输出应使用固定Schema，分别承载正文、关键点、代码、引用、置信度和缺失证据。,"[""5a8c0f89-8b27-5101-ae21-3040ab75bbc2""]"
702a6a80-ad08-5b35-809b-5cf5423b592d,RAG-M05-N01,true_false,2,提示词写“不要幻觉”就能保证可信。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,还需要证据包、结构化输出、引用验证、拒答和审核。,"[""5a8c0f89-8b27-5101-ae21-3040ab75bbc2"", ""09f16411-041b-5ae5-bb68-b3f3c8583d6c""]"
96a9770a-98f9-53e6-b5af-6d610cc8f12c,RAG-M05-N01,short_answer,3,请用不超过200字说明证据约束生成、引用与答案结构的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""5a8c0f89-8b27-5101-ae21-3040ab75bbc2"", ""09f16411-041b-5ae5-bb68-b3f3c8583d6c"", ""621966e1-03ad-5c30-bf27-683c4ace0ac7""]"
1adc725b-ee56-54b9-bf80-7e38051af247,RAG-M05-N01,short_answer,3,在企业RAG项目中需要应用“证据约束生成、引用与答案结构”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""5a8c0f89-8b27-5101-ae21-3040ab75bbc2"", ""09f16411-041b-5ae5-bb68-b3f3c8583d6c"", ""621966e1-03ad-5c30-bf27-683c4ace0ac7"", ""9740184c-c0fc-50fe-9086-8aee85a60791""]"
8ca8ccc0-0491-5d61-b2e1-6394a9a6ba86,RAG-M05-N02,single_choice,2,关于“证据不足、拒答、追问与人工转交”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""拒答越多越安全。""}, {""option_id"": ""B"", ""option_text"": ""证据是否充分不仅看相似度，还要看是否覆盖问题中的关键实体、时间、条件和结论，来源是否可信，是否存在相互冲突，以及答案是否需要知识库外推断。""}, {""option_id"": ""C"", ""option_text"": ""证据不足、拒答、追问与人工转交不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""证据不足、拒答、追问与人工转交只适用于演示环境，无法用于工程系统。""}]",,证据是否充分不仅看相似度，还要看是否覆盖问题中的关键实体、时间、条件和结论，来源是否可信，是否存在相互冲突，以及答案是否需要知识库外推断。,"[""af19c081-bf31-5030-801c-104069fdfa03""]"
bed426fe-71c4-5bb8-9a10-ae5e7c93713c,RAG-M05-N02,true_false,2,拒答越多越安全。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,过度拒答会降低任务完成率，应通过阈值和问题类型评测平衡。,"[""af19c081-bf31-5030-801c-104069fdfa03"", ""c56bbccd-b251-5073-b1ff-750e44f7463d""]"
209496ca-7ee1-5923-95bf-de0f320f3128,RAG-M05-N02,short_answer,3,请用不超过200字说明证据不足、拒答、追问与人工转交的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""af19c081-bf31-5030-801c-104069fdfa03"", ""c56bbccd-b251-5073-b1ff-750e44f7463d"", ""29ed0fa1-79e7-50dc-8ee3-6758da64fb0f""]"
95887f9f-84ef-50f7-ac91-7e0353d47746,RAG-M05-N02,short_answer,3,在企业RAG项目中需要应用“证据不足、拒答、追问与人工转交”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""af19c081-bf31-5030-801c-104069fdfa03"", ""c56bbccd-b251-5073-b1ff-750e44f7463d"", ""29ed0fa1-79e7-50dc-8ee3-6758da64fb0f"", ""a765ce4c-c074-57e5-bfab-cceb6b9ca895""]"
2515eb3c-cf0b-57d5-99ed-c480d6da143a,RAG-M05-N03,single_choice,3,关于“幻觉分类、事实审核与交叉验证”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""让同一个模型再读一遍就叫交叉验证。""}, {""option_id"": ""B"", ""option_text"": ""常见类型包括：证据中不存在的事实、与证据相反的陈述、把局部条件泛化、引用与陈述无关、数字单位错误、代码与解释不一致，以及把不确定推断写成确定结论。""}, {""option_id"": ""C"", ""option_text"": ""幻觉分类、事实审核与交叉验证不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""幻觉分类、事实审核与交叉验证只适用于演示环境，无法用于工程系统。""}]",,常见类型包括：证据中不存在的事实、与证据相反的陈述、把局部条件泛化、引用与陈述无关、数字单位错误、代码与解释不一致，以及把不确定推断写成确定结论。,"[""d2eaf759-6ded-5884-918f-e0e4e66766ba""]"
c098dc61-2565-578c-a060-932b859948fc,RAG-M05-N03,true_false,3,让同一个模型再读一遍就叫交叉验证。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,有效交叉验证需要独立输入、检查标准和可比较输出。,"[""d2eaf759-6ded-5884-918f-e0e4e66766ba"", ""370b0b20-3e5b-5db5-bf19-622c6c4717e1""]"
5f4ccc73-d23a-5e4e-859b-ae2e09c6ffab,RAG-M05-N03,short_answer,4,请用不超过200字说明幻觉分类、事实审核与交叉验证的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""d2eaf759-6ded-5884-918f-e0e4e66766ba"", ""370b0b20-3e5b-5db5-bf19-622c6c4717e1"", ""16963fcf-b840-5d52-a6aa-faa7ce33f419""]"
0ddcd914-c349-514b-9016-f361056e173a,RAG-M05-N03,short_answer,4,在企业RAG项目中需要应用“幻觉分类、事实审核与交叉验证”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""d2eaf759-6ded-5884-918f-e0e4e66766ba"", ""370b0b20-3e5b-5db5-bf19-622c6c4717e1"", ""16963fcf-b840-5d52-a6aa-faa7ce33f419"", ""ce4b5efc-3fd0-513c-a7bc-8c51b0a5f37b""]"
84c81423-7047-527f-a7da-43c6ac4c98e4,RAG-M05-N04,single_choice,4,关于“提示注入、不可信文档与知识库安全”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""只有用户输入会提示注入。""}, {""option_id"": ""B"", ""option_text"": ""直接注入来自用户要求忽略规则；间接注入隐藏在网页、PDF、邮件或代码注释中，待文档被检索后影响模型。知识库接入和运行时都必须检测。""}, {""option_id"": ""C"", ""option_text"": ""提示注入、不可信文档与知识库安全不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""提示注入、不可信文档与知识库安全只适用于演示环境，无法用于工程系统。""}]",,直接注入来自用户要求忽略规则；间接注入隐藏在网页、PDF、邮件或代码注释中，待文档被检索后影响模型。知识库接入和运行时都必须检测。,"[""b04e4952-9eb2-502e-9cfe-41d8bd62bc49""]"
3ca33772-1233-56a2-990f-de37583d1b95,RAG-M05-N04,true_false,4,只有用户输入会提示注入。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,被检索的外部文档同样可能包含间接注入。,"[""b04e4952-9eb2-502e-9cfe-41d8bd62bc49"", ""82baf3c7-5e46-5051-9dc0-ca20b8b92ff6""]"
2444176a-3115-591c-b404-3c351fb8161d,RAG-M05-N04,short_answer,5,请用不超过200字说明提示注入、不可信文档与知识库安全的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""b04e4952-9eb2-502e-9cfe-41d8bd62bc49"", ""82baf3c7-5e46-5051-9dc0-ca20b8b92ff6"", ""36517c9a-c0cd-5c02-a8ba-8efdaf33764a""]"
bea51dc7-faee-5681-8d46-83e48a1d783f,RAG-M05-N04,short_answer,5,在企业RAG项目中需要应用“提示注入、不可信文档与知识库安全”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""b04e4952-9eb2-502e-9cfe-41d8bd62bc49"", ""82baf3c7-5e46-5051-9dc0-ca20b8b92ff6"", ""36517c9a-c0cd-5c02-a8ba-8efdaf33764a"", ""56475a80-f5aa-571b-96a9-5cf4a4a59630""]"
fbff1d94-73a6-5d70-918e-a07c9938b95c,RAG-M06-N01,single_choice,2,关于“检索评测：Hit Rate、Recall、MRR与nDCG”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""Hit@5高就说明上下文一定优质。""}, {""option_id"": ""B"", ""option_text"": ""每个案例至少包含query、预期知识节点或证据、查询类型、权限上下文和可选的多级相关性标签。测试集要与开发样例隔离，并记录标注依据。""}, {""option_id"": ""C"", ""option_text"": ""检索评测：Hit Rate、Recall、MRR与nDCG不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""检索评测：Hit Rate、Recall、MRR与nDCG只适用于演示环境，无法用于工程系统。""}]",,每个案例至少包含query、预期知识节点或证据、查询类型、权限上下文和可选的多级相关性标签。测试集要与开发样例隔离，并记录标注依据。,"[""adffd192-5ddc-5a39-b49e-54daa48cbee2""]"
ad847984-8fee-5b43-97dd-73175d79b155,RAG-M06-N01,true_false,2,Hit@5高就说明上下文一定优质。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,还要看其他相关证据、重复噪声、排序和上下文精度。,"[""adffd192-5ddc-5a39-b49e-54daa48cbee2"", ""b5f3a63c-bf7f-5ec5-bc9a-017bdbad9ed8""]"
706639b8-80c6-5b3c-93bf-a048b5b118cc,RAG-M06-N01,short_answer,3,请用不超过200字说明检索评测：Hit Rate、Recall、MRR与nDCG的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""adffd192-5ddc-5a39-b49e-54daa48cbee2"", ""b5f3a63c-bf7f-5ec5-bc9a-017bdbad9ed8"", ""c3f82abd-e2ee-5035-9af9-47b1efad9b83""]"
796d1156-4639-57b3-9c58-6d8600a21880,RAG-M06-N01,short_answer,3,在企业RAG项目中需要应用“检索评测：Hit Rate、Recall、MRR与nDCG”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""adffd192-5ddc-5a39-b49e-54daa48cbee2"", ""b5f3a63c-bf7f-5ec5-bc9a-017bdbad9ed8"", ""c3f82abd-e2ee-5035-9af9-47b1efad9b83"", ""4664f323-58f4-55a0-8727-58b743ad4ea0""]"
fdbecb0b-fe0b-5354-8c28-9a2e4781f78f,RAG-M06-N02,single_choice,3,关于“生成评测：忠实度、引用、完整性与适配”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""答案事实正确就代表适合学习者。""}, {""option_id"": ""B"", ""option_text"": ""把输出拆为原子专业陈述，逐项判断是否得到提供证据支持。忠实度关注“是否依据上下文”，不等同于世界知识上的绝对正确。""}, {""option_id"": ""C"", ""option_text"": ""生成评测：忠实度、引用、完整性与适配不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""生成评测：忠实度、引用、完整性与适配只适用于演示环境，无法用于工程系统。""}]",,把输出拆为原子专业陈述，逐项判断是否得到提供证据支持。忠实度关注“是否依据上下文”，不等同于世界知识上的绝对正确。,"[""03235f85-f938-56aa-b0ff-4bc1532ba277""]"
b2eed670-3187-5538-8a67-897009f35cfa,RAG-M06-N02,true_false,3,答案事实正确就代表适合学习者。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,资源还需要匹配目标、前置知识、表达形式和任务难度。,"[""03235f85-f938-56aa-b0ff-4bc1532ba277"", ""1d95d51a-ea33-537f-b172-a64a41a50afe""]"
a3b2930f-b9de-5202-b6fd-cc72adc2768c,RAG-M06-N02,short_answer,4,请用不超过200字说明生成评测：忠实度、引用、完整性与适配的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""03235f85-f938-56aa-b0ff-4bc1532ba277"", ""1d95d51a-ea33-537f-b172-a64a41a50afe"", ""5df563d9-8637-503b-8c51-890b1420fda8""]"
d8343fd4-1850-5d58-b8ab-0f2912ccda27,RAG-M06-N02,short_answer,4,在企业RAG项目中需要应用“生成评测：忠实度、引用、完整性与适配”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""03235f85-f938-56aa-b0ff-4bc1532ba277"", ""1d95d51a-ea33-537f-b172-a64a41a50afe"", ""5df563d9-8637-503b-8c51-890b1420fda8"", ""6424993c-4943-51fa-963a-7e9abafc2354""]"
ca1ffdcf-555a-5034-9153-0a80781b8695,RAG-M06-N03,single_choice,3,关于“端到端回归、消融实验与发布门禁”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""新版本总体平均分更高就可以发布。""}, {""option_id"": ""B"", ""option_text"": ""回归对象包括知识覆盖、ID与引用完整性、检索指标、生成忠实度、拒答、安全、时延、成本和关键用户流程。结果绑定知识库、模型、Prompt和代码版本。""}, {""option_id"": ""C"", ""option_text"": ""端到端回归、消融实验与发布门禁不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""端到端回归、消融实验与发布门禁只适用于演示环境，无法用于工程系统。""}]",,回归对象包括知识覆盖、ID与引用完整性、检索指标、生成忠实度、拒答、安全、时延、成本和关键用户流程。结果绑定知识库、模型、Prompt和代码版本。,"[""e8b6e6b1-8456-52aa-ab72-cb0f6a40cf88""]"
b45712ce-956c-529e-b627-b689a7cec1b8,RAG-M06-N03,true_false,3,新版本总体平均分更高就可以发布。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,关键类别、安全和阻断项的退化不能被平均值掩盖。,"[""e8b6e6b1-8456-52aa-ab72-cb0f6a40cf88"", ""50735323-f303-5a3e-8a00-d9daade93e7f""]"
7ab6bc32-f780-554e-8607-68d8de82c25d,RAG-M06-N03,short_answer,4,请用不超过200字说明端到端回归、消融实验与发布门禁的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""e8b6e6b1-8456-52aa-ab72-cb0f6a40cf88"", ""50735323-f303-5a3e-8a00-d9daade93e7f"", ""4e94d552-1552-5c99-9560-33aff792912d""]"
91ae2b40-0312-5fbd-92b8-9d507cec3321,RAG-M06-N03,short_answer,4,在企业RAG项目中需要应用“端到端回归、消融实验与发布门禁”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""e8b6e6b1-8456-52aa-ab72-cb0f6a40cf88"", ""50735323-f303-5a3e-8a00-d9daade93e7f"", ""4e94d552-1552-5c99-9560-33aff792912d"", ""025bbb14-294e-56d7-8d1d-26b3906bec88""]"
7bb26836-ae9a-5a10-9343-34ec615e2195,RAG-M06-N04,single_choice,4,关于“可观测性、成本、时延与故障定位”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""只记录最终答案和报错就够。""}, {""option_id"": ""B"", ""option_text"": ""每次用户请求至少贯穿correlation_id、session_id、decision_cycle_id、agent_run_id、retrieval_request_id和knowledge_base_version_id。事件需要sequence和causation_id以恢复真实顺序。""}, {""option_id"": ""C"", ""option_text"": ""可观测性、成本、时延与故障定位不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""可观测性、成本、时延与故障定位只适用于演示环境，无法用于工程系统。""}]",,每次用户请求至少贯穿correlation_id、session_id、decision_cycle_id、agent_run_id、retrieval_request_id和knowledge_base_version_id。事件需要sequence和causation_id以恢复真实顺序。,"[""f7a56088-095a-51e7-85ad-8b2fe9133c6f""]"
25fdfb9f-4961-5f3d-bf53-d9a3045a1022,RAG-M06-N04,true_false,4,只记录最终答案和报错就够。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,需要中间检索、路由、模型、审核和状态事件才能归因。,"[""f7a56088-095a-51e7-85ad-8b2fe9133c6f"", ""620c5f33-f3ff-5aea-8bed-876495e857a4""]"
02f04ee2-8206-54ca-b17b-84989dccf42b,RAG-M06-N04,short_answer,5,请用不超过200字说明可观测性、成本、时延与故障定位的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""f7a56088-095a-51e7-85ad-8b2fe9133c6f"", ""620c5f33-f3ff-5aea-8bed-876495e857a4"", ""b3f5a569-1ddd-5d60-9ab1-62aa03ffc24b""]"
a2a21fef-f0e4-53cc-afe2-3f96caa0c916,RAG-M06-N04,short_answer,5,在企业RAG项目中需要应用“可观测性、成本、时延与故障定位”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""f7a56088-095a-51e7-85ad-8b2fe9133c6f"", ""620c5f33-f3ff-5aea-8bed-876495e857a4"", ""b3f5a569-1ddd-5d60-9ab1-62aa03ffc24b"", ""9f9cf91f-b805-56c0-ae09-037cfe9a2ece""]"
1385ed20-8453-527d-91b2-1a90604fc358,RAG-M07-N01,single_choice,3,关于“父子检索、层级检索与长文档问答”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""父子检索只是把chunk size设置成两个值。""}, {""option_id"": ""B"", ""option_text"": ""同一文档可以递归拆成章节、段落和句群等多层节点。节点列表虽然可平面存储，但必须保留PARENT、CHILD、PREVIOUS和NEXT关系。""}, {""option_id"": ""C"", ""option_text"": ""父子检索、层级检索与长文档问答不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""父子检索、层级检索与长文档问答只适用于演示环境，无法用于工程系统。""}]",,同一文档可以递归拆成章节、段落和句群等多层节点。节点列表虽然可平面存储，但必须保留PARENT、CHILD、PREVIOUS和NEXT关系。,"[""8a6d4207-0b73-570f-88a9-0a286da9db8d""]"
4b5e3323-0bb5-5bd2-bc61-bf60aa5de202,RAG-M07-N01,true_false,3,父子检索只是把chunk size设置成两个值。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,还需要持久化节点关系、回溯策略、合并去重和上下文预算。,"[""8a6d4207-0b73-570f-88a9-0a286da9db8d"", ""8662dadf-3f31-5802-8bf9-9a4024d1fda3""]"
6ad9096c-7257-5199-baba-9bc7057b66d2,RAG-M07-N01,short_answer,4,请用不超过200字说明父子检索、层级检索与长文档问答的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""8a6d4207-0b73-570f-88a9-0a286da9db8d"", ""8662dadf-3f31-5802-8bf9-9a4024d1fda3"", ""5beb2f8c-4908-51ba-b2b5-8020e17bcf3c""]"
